Player,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Level
Dalen Terry,20.0,38.0,19.0,19.0,213.9,85.0,32.0,72.0,44.4,7.0,27.0,25.9,14.0,21.0,66.7,12.0,25.0,37.0,22.0,8.0,11.0,5.0,24.0,202.0,0.0,0.0,12.0,Faible
Damian Jones,25.0,34.285714285714285,14.142857142857142,20.142857142857142,501.4285714285714,179.85714285714286,70.42857142857143,106.42857142857144,62.48571428571428,3.2857142857142856,8.571428571428571,19.357142857142858,35.714285714285715,50.57142857142857,64.11428571428571,38.85714285714285,76.42857142857143,115.28571428571428,25.428571428571427,23.142857142857142,12.142857142857142,24.142857142857142,71.85714285714286,442.2857142857143,0.5714285714285714,0.0,-84.57142857142857,Faible
Damian Lillard,27.0,69.9090909090909,38.36363636363637,31.545454545454547,2539.909090909091,1761.4545454545455,571.0,1299.909090909091,43.74545454545454,217.0,582.7272727272727,36.97272727272727,402.45454545454544,449.6363636363636,89.10909090909091,42.63636363636363,253.0909090909091,295.72727272727275,468.27272727272725,198.72727272727272,66.54545454545455,21.727272727272727,134.27272727272728,2884.909090909091,11.636363636363637,0.2727272727272727,179.27272727272728,Moyen
Damien Inglis,21.0,20.0,5.0,15.0,156.4,36.0,13.0,37.0,35.1,3.0,13.0,23.1,7.0,8.0,87.5,2.0,29.0,31.0,10.0,11.0,6.0,3.0,11.0,104.0,0.0,0.0,-44.0,Faible
Damien Wilkins,35.5,40.0,16.0,24.0,623.75,210.5,79.0,177.5,39.6,10.5,34.5,27.75,42.0,56.5,74.65,18.5,42.0,60.5,50.0,27.0,19.5,9.5,52.5,418.5,0.0,0.0,-55.0,Moyen
Damion James,25.5,3.5,1.5,2.0,25.4,3.0,1.0,4.5,11.1,0.0,1.0,0.0,1.0,1.0,50.0,0.5,6.0,6.5,1.5,0.5,0.0,0.5,1.5,14.0,0.0,0.0,5.5,Faible
Damion Lee,27.5,48.333333333333336,23.83333333333333,24.5,1007.3333333333334,397.3333333333333,138.0,316.5,43.6,62.833333333333336,165.83333333333334,36.36666666666667,58.5,66.66666666666667,86.48333333333333,23.166666666666668,140.5,163.66666666666666,68.33333333333333,39.66666666666666,31.5,4.666666666666667,78.5,765.1666666666666,0.5,0.0,2.0,Moyen
Damjan Rudez,30.0,48.66666666666666,16.333333333333332,32.333333333333336,546.1,160.0,58.333333333333336,137.66666666666666,40.23333333333333,35.333333333333336,94.66666666666669,35.300000000000004,8.0,10.333333333333334,56.53333333333333,6.0,24.666666666666668,30.666666666666668,28.0,23.0,10.333333333333334,2.333333333333333,47.66666666666666,254.0,0.0,0.0,-18.666666666666668,Faible
Damyean Dotson,26.0,42.6,10.4,32.2,848.3399999999999,318.8,120.6,289.2,43.64,50.6,146.6,26.860000000000003,27.0,38.0,55.5,11.6,94.8,106.4,63.0,30.2,21.8,4.0,51.0,588.2,0.6,0.0,-133.0,Moyen
Daniel Gafford,22.5,61.75,27.0,34.75,1112.175,495.5,205.5,291.25,70.25,0.0,0.25,0.0,84.5,127.0,64.45,116.0,178.25,294.25,50.5,55.0,25.5,82.25,138.25,1192.75,5.0,0.0,-69.5,Moyen
Daniel Gibson,27.0,46.0,11.0,35.0,919.4,250.0,84.0,247.0,34.0,56.0,163.0,34.4,26.0,37.0,70.3,5.0,55.0,60.0,82.0,31.0,30.0,4.0,89.0,516.0,0.0,0.0,-204.0,Moyen
Daniel Hamilton,22.5,12.5,6.0,6.5,115.95,34.5,14.0,35.5,41.9,5.0,14.0,37.4,1.5,3.0,25.0,5.0,21.0,26.0,15.0,9.0,3.5,0.5,10.5,91.0,0.0,0.0,-19.0,Faible
Daniel Ochefu,23.0,19.0,12.0,7.0,74.9,24.0,12.0,27.0,44.4,0.0,0.0,0.0,0.0,2.0,0.0,5.0,17.0,22.0,3.0,3.0,2.0,0.0,17.0,58.0,0.0,0.0,-30.0,Faible
Daniel Orton,22.5,17.5,8.5,9.0,177.35000000000002,49.0,16.5,36.5,45.45,0.0,0.0,0.0,16.0,23.5,64.8,14.5,29.0,43.5,9.5,11.0,5.0,9.5,25.5,148.0,0.5,0.0,-25.0,Faible
Daniel Oturu,21.5,16.5,11.0,5.5,94.1,31.5,12.5,29.0,46.15,0.5,3.0,10.0,6.0,8.5,67.5,11.0,15.5,26.5,5.0,4.5,2.0,4.5,12.5,86.0,0.5,0.0,-7.0,Faible
Daniel Theis,28.5,52.16666666666666,28.83333333333333,23.33333333333333,1016.0333333333332,394.3333333333333,156.16666666666666,287.6666666666667,53.21666666666667,26.666666666666668,81.83333333333333,30.71666666666667,55.333333333333336,77.5,67.06666666666666,79.33333333333333,175.83333333333334,255.16666666666663,65.5,43.0,25.166666666666668,44.66666666666666,137.0,965.3333333333334,3.1666666666666665,0.0,33.0,Moyen
