Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
GSW,GSW vs. NYK,03/14/2015,W,240,125,45,90,50.0,19,34,55.9,16,17,94.1,8,34,42,34,13,6,11,16,31
MIL,MIL @ MEM,03/14/2015,L,240,83,30,72,41.7,5,19,26.3,18,27,66.7,8,29,37,17,6,3,16,18,-13
MEM,MEM vs. MIL,03/14/2015,W,240,96,37,78,47.4,8,14,57.1,14,16,87.5,8,28,36,23,10,3,15,21,13
SAC,SAC @ WAS,03/14/2015,L,240,97,35,77,45.5,6,19,31.6,21,28,75.0,11,25,36,24,4,3,17,17,-16
UTA,UTA vs. DET,03/14/2015,W,240,88,33,69,47.8,6,14,42.9,16,24,66.7,10,35,45,17,8,8,17,17,3
WAS,WAS vs. SAC,03/14/2015,W,240,113,43,81,53.1,13,26,50.0,14,17,82.4,9,32,41,28,8,6,13,25,16
TOR,TOR vs. MIA,03/13/2015,W,240,102,34,79,43.0,12,33,36.4,22,31,71.0,9,34,43,26,12,5,17,22,10
ATL,ATL @ PHX,03/13/2015,W,240,96,39,83,47.0,8,18,44.4,10,12,83.3,7,31,38,22,11,6,12,20,9
DEN,DEN vs. GSW,03/13/2015,W,240,114,41,82,50.0,8,17,47.1,24,37,64.9,13,39,52,23,4,3,14,22,11
GSW,GSW @ DEN,03/13/2015,L,240,103,39,92,42.4,8,19,42.1,17,22,77.3,9,26,35,29,5,10,8,25,-11
MIA,MIA @ TOR,03/13/2015,L,240,92,35,79,44.3,5,23,21.7,17,24,70.8,7,37,44,21,11,5,20,22,-10
PHX,PHX vs. ATL,03/13/2015,L,240,87,32,78,41.0,10,26,38.5,13,21,61.9,11,34,45,19,7,6,18,14,-9
PHI,PHI vs. SAC,03/13/2015,W,240,114,45,95,47.4,9,32,28.1,15,23,65.2,14,32,46,30,11,9,16,29,7
SAC,SAC @ PHI,03/13/2015,L,240,107,35,87,40.2,4,14,28.6,33,40,82.5,16,34,50,22,9,4,18,20,-7
OKC,OKC vs. MIN,03/13/2015,W,240,113,44,101,43.6,11,24,45.8,14,14,100.0,19,29,48,28,10,4,16,22,14
MIN,MIN @ OKC,03/13/2015,L,240,99,34,78,43.6,3,12,25.0,28,31,90.3,13,29,42,20,8,6,20,18,-14
POR,POR vs. DET,03/13/2015,W,240,118,46,80,57.5,11,21,52.4,15,17,88.2,7,36,43,28,2,2,10,12,19
DET,DET @ POR,03/13/2015,L,240,99,41,91,45.1,7,25,28.0,10,12,83.3,11,25,36,23,5,2,6,14,-19
CHA,CHA vs. CHI,03/13/2015,W,240,101,33,89,37.1,7,19,36.8,28,33,84.8,17,38,55,15,4,7,12,17,10
CHI,CHI @ CHA,03/13/2015,L,240,91,31,82,37.8,15,32,46.9,14,19,73.7,4,32,36,18,4,6,11,25,-10
LAC,LAC @ DAL,03/13/2015,L,240,99,41,82,50.0,12,32,37.5,5,12,41.7,11,21,32,27,9,2,15,17,-30
ORL,ORL @ BOS,03/13/2015,L,240,88,34,80,42.5,6,20,30.0,14,28,50.0,10,40,50,20,9,4,20,21,-7
DAL,DAL vs. LAC,03/13/2015,W,240,129,51,84,60.7,16,28,57.1,11,16,68.8,12,31,43,31,11,2,15,16,30
BOS,BOS vs. ORL,03/13/2015,W,240,95,37,86,43.0,10,26,38.5,11,20,55.0,10,37,47,19,7,4,17,23,7
UTA,UTA vs. HOU,03/12/2015,W,240,109,44,92,47.8,11,33,33.3,10,17,58.8,22,35,57,23,5,10,14,18,18
HOU,HOU @ UTA,03/12/2015,L,240,91,34,79,43.0,7,32,21.9,16,24,66.7,8,29,37,19,8,2,9,22,-18
IND,IND vs. MIL,03/12/2015,W,265,109,39,79,49.4,9,22,40.9,22,28,78.6,6,42,48,24,7,7,20,33,6
MIL,MIL @ IND,03/12/2015,L,265,103,35,91,38.5,4,14,28.6,29,36,80.6,12,36,48,17,11,3,15,27,-6
NYK,NYK @ LAL,03/12/2015,W,240,101,36,77,46.8,9,18,50.0,20,26,76.9,4,29,33,27,5,9,8,19,7
LAL,LAL vs. NYK,03/12/2015,L,240,94,38,90,42.2,5,18,27.8,13,21,61.9,15,36,51,18,6,4,14,26,-7
SAS,SAS vs. CLE,03/12/2015,L,265,125,49,87,56.3,8,26,30.8,19,27,70.4,9,32,41,28,6,9,13,26,-3
CLE,CLE @ SAS,03/12/2015,W,265,128,44,91,48.4,14,26,53.8,26,30,86.7,11,26,37,19,8,2,12,22,3
WAS,WAS vs. MEM,03/12/2015,W,240,107,40,80,50.0,5,17,29.4,22,31,71.0,10,32,42,25,11,5,14,24,20
MEM,MEM @ WAS,03/12/2015,L,240,87,31,80,38.8,3,19,15.8,22,30,73.3,14,27,41,18,9,3,23,29,-20
PHI,PHI vs. CHI,03/11/2015,L,265,95,36,104,34.6,11,41,26.8,12,25,48.0,17,38,55,16,12,5,10,15,-9
CHI,CHI @ PHI,03/11/2015,W,265,104,40,87,46.0,10,24,41.7,14,20,70.0,8,50,58,24,6,2,18,16,9
POR,POR vs. HOU,03/11/2015,W,240,105,42,92,45.7,10,33,30.3,11,14,78.6,16,44,60,25,5,2,20,18,5
HOU,HOU @ POR,03/11/2015,L,240,100,38,91,41.8,11,31,35.5,13,23,56.5,12,28,40,21,12,5,11,16,-5
BOS,BOS vs. MEM,03/11/2015,W,240,95,37,85,43.5,8,27,29.6,13,17,76.5,12,24,36,28,11,5,17,16,3
MEM,MEM @ BOS,03/11/2015,L,240,92,37,78,47.4,5,12,41.7,13,13,100.0,10,31,41,21,11,4,21,19,-3
GSW,GSW vs. DET,03/11/2015,W,240,105,44,84,52.4,7,20,35.0,10,13,76.9,10,32,42,29,5,6,17,11,7
MIA,MIA vs. BKN,03/11/2015,W,240,104,37,81,45.7,6,21,28.6,24,38,63.2,11,28,39,23,14,3,11,29,6
BKN,BKN @ MIA,03/11/2015,L,240,98,32,73,43.8,6,17,35.3,28,39,71.8,14,30,44,15,8,2,21,24,-6
DET,DET @ GSW,03/11/2015,L,240,98,42,98,42.9,4,12,33.3,10,12,83.3,19,30,49,18,6,5,15,16,-7
PHX,PHX vs. MIN,03/11/2015,W,240,106,45,90,50.0,6,24,25.0,10,13,76.9,16,29,45,25,7,2,17,19,9
MIN,MIN @ PHX,03/11/2015,L,240,97,36,81,44.4,1,13,7.7,24,26,92.3,12,22,34,19,5,2,10,16,-9
ORL,ORL @ MIL,03/11/2015,L,240,91,34,85,40.0,10,18,55.6,13,13,100.0,9,24,33,21,14,4,14,18,-6
MIL,MIL vs. ORL,03/11/2015,W,240,97,39,79,49.4,8,18,44.4,11,16,68.8,11,40,51,30,7,7,23,17,6
DEN,DEN vs. ATL,03/11/2015,W,240,115,42,84,50.0,13,31,41.9,18,20,90.0,11,33,44,28,8,9,19,20,13
ATL,ATL @ DEN,03/11/2015,L,240,102,34,81,42.0,9,27,33.3,25,27,92.6,8,24,32,18,11,3,18,18,-13
OKC,OKC vs. LAC,03/11/2015,L,240,108,33,76,43.4,12,25,48.0,30,36,83.3,11,28,39,19,5,3,20,32,-12
LAC,LAC @ OKC,03/11/2015,W,240,120,35,76,46.1,15,30,50.0,35,47,74.5,11,27,38,22,11,2,14,27,12
SAC,SAC @ CHA,03/11/2015,W,240,113,40,85,47.1,8,20,40.0,25,30,83.3,7,36,43,25,4,3,13,21,7
CHA,CHA vs. SAC,03/11/2015,L,240,106,42,93,45.2,6,18,33.3,16,26,61.5,10,34,44,28,5,12,11,24,-7
SAS,SAS vs. TOR,03/10/2015,W,240,117,41,85,48.2,11,18,61.1,24,30,80.0,13,32,45,24,7,3,11,17,10
TOR,TOR @ SAS,03/10/2015,L,240,107,43,97,44.3,8,26,30.8,13,18,72.2,18,28,46,19,6,5,9,26,-10
NYK,NYK @ UTA,03/10/2015,L,240,82,31,79,39.2,5,13,38.5,15,17,88.2,8,30,38,17,5,5,14,22,-5
UTA,UTA vs. NYK,03/10/2015,W,240,87,30,70,42.9,6,18,33.3,21,29,72.4,6,34,40,16,8,5,13,21,5
DET,DET @ LAL,03/10/2015,L,240,85,32,84,38.1,8,35,22.9,13,19,68.4,12,30,42,20,10,8,14,23,-8
LAL,LAL vs. DET,03/10/2015,W,240,93,32,75,42.7,3,13,23.1,26,30,86.7,10,36,46,23,8,1,12,17,8
IND,IND vs. ORL,03/10/2015,W,240,118,45,85,52.9,17,34,50.0,11,12,91.7,11,38,49,37,6,5,14,15,32
BKN,BKN vs. NOP,03/10/2015,L,240,91,35,84,41.7,6,16,37.5,15,23,65.2,12,29,41,19,5,5,12,12,-20
NOP,NOP @ BKN,03/10/2015,W,240,111,45,87,51.7,12,21,57.1,9,11,81.8,8,33,41,31,10,4,11,19,20
ORL,ORL @ IND,03/10/2015,L,240,86,34,92,37.0,4,17,23.5,14,20,70.0,19,26,45,15,9,7,10,17,-32
CLE,CLE @ DAL,03/10/2015,W,240,127,44,87,50.6,15,32,46.9,24,29,82.8,12,38,50,25,11,5,14,28,33
DAL,DAL vs. CLE,03/10/2015,L,240,94,33,81,40.7,5,20,25.0,23,33,69.7,15,27,42,18,6,6,16,22,-33
PHX,PHX vs. GSW,03/09/2015,L,240,80,29,77,37.7,4,11,36.4,18,23,78.3,6,31,37,13,11,1,19,19,-18
CHI,CHI vs. MEM,03/09/2015,L,240,91,35,80,43.8,10,22,45.5,11,14,78.6,9,35,44,18,7,2,17,13,-10
MEM,MEM @ CHI,03/09/2015,W,240,101,42,84,50.0,5,14,35.7,12,17,70.6,7,33,40,25,13,5,11,12,10
LAC,LAC vs. MIN,03/09/2015,W,240,89,35,79,44.3,11,31,35.5,8,15,53.3,9,33,42,30,11,2,16,23,13
MIN,MIN @ LAC,03/09/2015,L,240,76,31,83,37.3,2,8,25.0,12,21,57.1,12,38,50,25,12,2,15,19,-13
SAC,SAC @ ATL,03/09/2015,L,240,105,39,81,48.1,8,20,40.0,19,20,95.0,16,24,40,21,10,2,16,12,-25
ATL,ATL vs. SAC,03/09/2015,W,240,130,53,88,60.2,20,36,55.6,4,7,57.1,10,23,33,42,8,6,13,18,25
NYK,NYK @ DEN,03/09/2015,L,240,78,29,75,38.7,5,13,38.5,15,25,60.0,8,37,45,21,3,10,14,22,-28
DEN,DEN vs. NYK,03/09/2015,W,240,106,38,87,43.7,8,24,33.3,22,29,75.9,11,37,48,21,6,4,8,20,28
MIL,MIL vs. NOP,03/09/2015,L,240,103,37,71,52.1,4,15,26.7,25,31,80.6,8,17,25,20,11,5,14,18,-11
NOP,NOP @ MIL,03/09/2015,W,240,114,44,75,58.7,9,15,60.0,17,21,81.0,10,24,34,26,7,4,18,20,11
MIA,MIA vs. BOS,03/09/2015,L,240,90,29,69,42.0,4,17,23.5,28,34,82.4,5,27,32,15,5,2,13,17,-10
BOS,BOS @ MIA,03/09/2015,W,240,100,39,87,44.8,6,25,24.0,16,17,94.1,16,27,43,17,7,2,11,25,10
CHA,CHA vs. WAS,03/09/2015,L,240,69,25,77,32.5,4,22,18.2,15,20,75.0,8,29,37,13,4,8,16,11,-26
WAS,WAS @ CHA,03/09/2015,W,240,95,44,85,51.8,2,14,14.3,5,5,100.0,8,41,49,21,10,4,13,19,26
GSW,GSW @ PHX,03/09/2015,W,240,98,35,83,42.2,13,31,41.9,15,19,78.9,9,39,48,17,11,8,18,21,18
DAL,DAL @ LAL,03/08/2015,W,240,100,38,78,48.7,9,26,34.6,15,22,68.2,6,27,33,21,10,7,8,20,7
LAL,LAL vs. DAL,03/08/2015,L,240,93,38,82,46.3,2,14,14.3,15,21,71.4,15,32,47,23,5,5,16,24,-7
DET,DET vs. CHA,03/08/2015,L,240,101,39,89,43.8,3,14,21.4,20,25,80.0,13,29,42,21,8,3,11,16,-7
CHA,CHA @ DET,03/08/2015,W,240,108,41,79,51.9,6,17,35.3,20,23,87.0,4,35,39,32,6,5,10,20,7
UTA,UTA @ BKN,03/08/2015,W,240,95,34,72,47.2,10,22,45.5,17,21,81.0,12,31,43,24,6,4,18,12,7
BKN,BKN vs. UTA,03/08/2015,L,240,88,38,76,50.0,8,15,53.3,4,11,36.4,7,23,30,21,9,2,14,16,-7
ORL,ORL vs. BOS,03/08/2015,W,240,103,38,87,43.7,7,22,31.8,20,30,66.7,18,38,56,20,8,8,15,15,5
BOS,BOS @ ORL,03/08/2015,L,240,98,35,89,39.3,15,34,44.1,13,16,81.3,18,30,48,24,9,3,16,23,-5
CHI,CHI @ SAS,03/08/2015,L,240,105,37,73,50.7,5,15,33.3,26,29,89.7,7,37,44,20,6,6,22,24,-11
OKC,OKC vs. TOR,03/08/2015,W,240,108,42,82,51.2,6,21,28.6,18,25,72.0,13,36,49,30,6,10,18,13,4
TOR,TOR @ OKC,03/08/2015,L,240,104,42,98,42.9,11,27,40.7,9,9,100.0,12,21,33,24,12,3,8,21,-4
SAS,SAS vs. CHI,03/08/2015,W,240,116,44,90,48.9,9,22,40.9,19,24,79.2,8,27,35,14,15,4,7,22,11
GSW,GSW vs. LAC,03/08/2015,W,240,106,40,80,50.0,10,22,45.5,16,23,69.6,7,30,37,23,13,3,15,15,8
LAC,LAC @ GSW,03/08/2015,L,240,98,40,83,48.2,8,25,32.0,10,14,71.4,9,30,39,25,8,3,18,22,-8
DEN,DEN vs. HOU,03/07/2015,L,240,100,38,92,41.3,9,30,30.0,15,19,78.9,12,32,44,23,16,8,18,28,-14
HOU,HOU @ DEN,03/07/2015,W,240,114,40,86,46.5,10,28,35.7,24,32,75.0,11,37,48,25,11,2,22,22,14
WAS,WAS @ MIL,03/07/2015,L,240,85,31,81,38.3,9,28,32.1,14,22,63.6,14,35,49,19,9,3,17,19,-6
MIL,MIL vs. WAS,03/07/2015,W,240,91,36,78,46.2,10,20,50.0,9,15,60.0,10,34,44,25,7,6,17,18,6
SAC,SAC @ MIA,03/07/2015,L,265,109,40,88,45.5,10,25,40.0,19,24,79.2,12,34,46,26,7,4,22,29,-5
MIA,MIA vs. SAC,03/07/2015,W,265,114,41,80,51.3,7,24,29.2,25,33,75.8,4,30,34,23,13,8,14,21,5
MEM,MEM @ NOP,03/07/2015,L,240,89,32,74,43.2,6,16,37.5,19,29,65.5,8,31,39,26,15,7,14,19,-6
MIN,MIN vs. POR,03/07/2015,W,240,121,46,85,54.1,4,7,57.1,25,31,80.6,10,35,45,26,7,3,8,15,8
NOP,NOP vs. MEM,03/07/2015,W,240,95,38,80,47.5,8,23,34.8,11,13,84.6,7,34,41,24,8,13,18,18,6
IND,IND @ NYK,03/07/2015,W,240,92,30,79,38.0,7,18,38.9,25,30,83.3,12,33,45,16,5,3,12,25,6
NYK,NYK vs. IND,03/07/2015,L,240,86,30,78,38.5,3,15,20.0,23,30,76.7,13,28,41,13,4,4,13,27,-6
PHX,PHX @ CLE,03/07/2015,L,240,79,30,84,35.7,9,25,36.0,10,14,71.4,13,30,43,20,6,4,11,20,-10
CLE,CLE vs. PHX,03/07/2015,W,240,89,31,75,41.3,8,20,40.0,19,23,82.6,12,34,46,22,5,1,15,14,10
PHI,PHI vs. ATL,03/07/2015,W,240,92,35,95,36.8,13,37,35.1,9,17,52.9,17,38,55,24,14,3,16,12,8
ATL,ATL @ PHI,03/07/2015,L,240,84,30,77,39.0,11,25,44.0,13,16,81.3,5,37,42,20,8,9,19,14,-8
POR,POR @ MIN,03/07/2015,L,240,113,43,88,48.9,14,27,51.9,13,17,76.5,9,27,36,18,3,3,10,23,-8
UTA,UTA @ PHI,03/06/2015,W,240,89,27,71,38.0,6,12,50.0,29,41,70.7,12,37,49,17,9,5,19,20,6
CHI,CHI @ IND,03/06/2015,L,240,84,31,86,36.0,5,23,21.7,17,19,89.5,14,30,44,20,5,3,13,25,-14
IND,IND vs. CHI,03/06/2015,W,240,98,34,80,42.5,6,20,30.0,24,33,72.7,15,36,51,23,7,4,11,22,14
DEN,DEN @ SAS,03/06/2015,L,240,111,45,86,52.3,6,17,35.3,15,23,65.2,8,30,38,21,7,3,13,26,-9
LAL,LAL @ MEM,03/06/2015,L,240,90,39,84,46.4,5,12,41.7,7,9,77.8,5,39,44,22,6,9,10,26,-7
MEM,MEM vs. LAL,03/06/2015,W,240,97,34,77,44.2,1,11,9.1,28,33,84.8,7,35,42,18,7,1,8,12,7
BKN,BKN vs. PHX,03/06/2015,L,265,100,34,97,35.1,8,22,36.4,24,29,82.8,18,39,57,21,5,1,20,29,-8
GSW,GSW vs. DAL,03/06/2015,W,240,104,38,81,46.9,11,23,47.8,17,19,89.5,9,42,51,28,5,11,22,21,15
SAC,SAC @ ORL,03/06/2015,L,240,114,38,85,44.7,10,27,37.0,28,38,73.7,19,24,43,18,6,6,14,16,-5
DAL,DAL @ GSW,03/06/2015,L,240,89,32,87,36.8,6,20,30.0,19,26,73.1,3,31,34,17,15,1,13,20,-15
PHX,PHX @ BKN,03/06/2015,W,265,108,39,91,42.9,3,26,11.5,27,35,77.1,12,39,51,19,13,2,15,24,8
CHA,CHA vs. TOR,03/06/2015,W,240,103,40,85,47.1,5,20,25.0,18,20,90.0,11,45,56,26,3,5,16,15,9
CLE,CLE @ ATL,03/06/2015,L,240,97,29,69,42.0,13,38,34.2,26,33,78.8,10,27,37,18,7,6,18,14,-9
ATL,ATL vs. CLE,03/06/2015,W,240,106,43,84,51.2,6,21,28.6,14,17,82.4,11,27,38,27,10,4,13,22,9
TOR,TOR @ CHA,03/06/2015,L,240,94,37,91,40.7,7,22,31.8,13,15,86.7,5,27,32,21,5,5,5,18,-9
MIA,MIA @ WAS,03/06/2015,L,240,97,37,79,46.8,10,27,37.0,13,19,68.4,8,29,37,18,5,2,15,19,-2
WAS,WAS vs. MIA,03/06/2015,W,240,99,38,82,46.3,7,23,30.4,16,18,88.9,10,33,43,24,6,4,17,21,2
PHI,PHI vs. UTA,03/06/2015,L,240,83,32,88,36.4,10,32,31.3,9,18,50.0,13,30,43,22,13,4,14,29,-6
DET,DET @ HOU,03/06/2015,L,240,93,37,102,36.3,6,29,20.7,13,17,76.5,19,31,50,20,12,5,13,22,-10
BOS,BOS @ NOP,03/06/2015,W,240,104,36,79,45.6,10,23,43.5,22,25,88.0,7,30,37,19,8,1,11,17,6
NOP,NOP vs. BOS,03/06/2015,L,240,98,38,80,47.5,8,21,38.1,14,15,93.3,9,36,45,22,5,6,18,15,-6
SAS,SAS vs. DEN,03/06/2015,W,240,120,43,79,54.4,9,24,37.5,25,33,75.8,3,33,36,24,8,8,9,20,9
ORL,ORL vs. SAC,03/06/2015,W,240,119,48,85,56.5,13,24,54.2,10,12,83.3,8,29,37,29,10,5,12,24,5
HOU,HOU vs. DET,03/06/2015,W,240,103,38,91,41.8,6,28,21.4,21,25,84.0,13,42,55,23,6,6,19,16,10
DAL,DAL @ POR,03/05/2015,L,240,75,33,88,37.5,2,16,12.5,7,8,87.5,6,35,41,17,10,3,13,16,-19
CHI,CHI vs. OKC,03/05/2015,W,240,108,40,87,46.0,7,25,28.0,21,26,80.8,12,36,48,26,4,3,10,15,3
OKC,OKC @ CHI,03/05/2015,L,240,105,41,88,46.6,8,20,40.0,15,19,78.9,8,33,41,20,8,4,10,18,-3
POR,POR vs. DAL,03/05/2015,W,240,94,34,82,41.5,7,22,31.8,19,21,90.5,8,48,56,20,7,5,16,15,19
DET,DET @ NOP,03/04/2015,L,240,85,38,93,40.9,2,14,14.3,7,9,77.8,16,36,52,25,8,7,19,19,-3
PHX,PHX @ ORL,03/04/2015,W,240,105,37,79,46.8,8,21,38.1,23,27,85.2,9,25,34,22,10,3,19,15,5
ORL,ORL vs. PHX,03/04/2015,L,240,100,41,87,47.1,5,20,25.0,13,15,86.7,9,33,42,21,13,5,21,26,-5
DEN,DEN @ MIN,03/04/2015,W,240,100,42,92,45.7,8,20,40.0,8,10,80.0,14,37,51,27,8,3,14,21,15
MIN,MIN vs. DEN,03/04/2015,L,240,85,32,82,39.0,3,18,16.7,18,25,72.0,12,31,43,18,7,5,13,16,-15
MEM,MEM @ HOU,03/04/2015,W,240,102,42,83,50.6,4,16,25.0,14,17,82.4,7,31,38,27,11,3,10,15,2
OKC,OKC vs. PHI,03/04/2015,W,265,123,44,96,45.8,7,21,33.3,28,34,82.4,9,45,54,19,9,9,14,31,5
PHI,PHI @ OKC,03/04/2015,L,265,118,34,96,35.4,15,35,42.9,35,44,79.5,16,42,58,20,8,8,17,26,-5
MIA,MIA vs. LAL,03/04/2015,W,240,100,32,79,40.5,3,16,18.8,33,43,76.7,13,42,55,16,8,7,15,15,6
NOP,NOP vs. DET,03/04/2015,W,240,88,37,90,41.1,2,12,16.7,12,16,75.0,15,31,46,18,7,12,15,15,3
MIL,MIL @ GSW,03/04/2015,L,240,93,34,80,42.5,5,14,35.7,20,25,80.0,16,31,47,17,11,1,24,19,-9
GSW,GSW vs. MIL,03/04/2015,W,240,102,37,73,50.7,14,34,41.2,14,25,56.0,4,30,34,30,16,8,18,24,9
IND,IND vs. NYK,03/04/2015,W,240,105,38,80,47.5,10,22,45.5,19,24,79.2,8,32,40,21,8,8,11,21,23
NYK,NYK @ IND,03/04/2015,L,240,82,30,76,39.5,6,16,37.5,16,23,69.6,11,34,45,16,6,4,20,20,-23
TOR,TOR vs. CLE,03/04/2015,L,240,112,43,79,54.4,10,21,47.6,16,17,94.1,7,27,34,24,5,3,9,24,-8
LAL,LAL @ MIA,03/04/2015,L,240,94,38,88,43.2,7,18,38.9,11,17,64.7,7,35,42,23,11,1,14,26,-6
BOS,BOS vs. UTA,03/04/2015,W,240,85,33,88,37.5,8,27,29.6,11,20,55.0,12,27,39,21,5,3,3,20,1
UTA,UTA @ BOS,03/04/2015,L,240,84,34,75,45.3,3,19,15.8,13,21,61.9,11,40,51,21,1,4,14,19,-1
HOU,HOU vs. MEM,03/04/2015,L,240,100,42,86,48.8,11,28,39.3,5,5,100.0,12,28,40,24,7,5,13,12,-2
SAS,SAS vs. SAC,03/04/2015,W,240,112,45,85,52.9,10,23,43.5,12,16,75.0,8,36,44,23,13,10,17,23,27
CHA,CHA @ BKN,03/04/2015,W,240,115,42,85,49.4,8,19,42.1,23,28,82.1,12,37,49,24,5,2,13,20,24
BKN,BKN vs. CHA,03/04/2015,L,240,91,35,88,39.8,3,16,18.8,18,24,75.0,12,26,38,15,6,1,9,24,-24
SAC,SAC @ SAS,03/04/2015,L,240,85,29,78,37.2,3,9,33.3,24,34,70.6,8,27,35,15,14,4,18,13,-27
POR,POR @ LAC,03/04/2015,W,265,98,34,87,39.1,8,32,25.0,22,29,75.9,10,51,61,19,3,4,16,21,5
LAC,LAC vs. POR,03/04/2015,L,265,93,37,96,38.5,11,31,35.5,8,18,44.4,9,42,51,25,6,4,9,26,-5
CLE,CLE @ TOR,03/04/2015,W,240,120,40,78,51.3,15,36,41.7,25,34,73.5,9,26,35,27,7,3,9,16,8
SAC,SAC @ NYK,03/03/2015,W,240,124,41,83,49.4,10,18,55.6,32,37,86.5,8,38,46,26,9,2,14,20,38
BOS,BOS @ CLE,03/03/2015,L,240,79,31,88,35.2,7,28,25.0,10,13,76.9,11,31,42,23,4,3,15,21,-31
CLE,CLE vs. BOS,03/03/2015,W,240,110,43,89,48.3,10,28,35.7,14,14,100.0,12,40,52,28,10,6,11,18,31
NYK,NYK vs. SAC,03/03/2015,L,240,86,30,82,36.6,4,22,18.2,22,30,73.3,9,29,38,16,8,9,15,27,-38
DEN,DEN vs. MIL,03/03/2015,W,240,106,39,86,45.3,12,34,35.3,16,20,80.0,8,35,43,26,8,5,13,24,11
MIL,MIL @ DEN,03/03/2015,L,240,95,35,86,40.7,10,24,41.7,15,22,68.2,8,33,41,21,6,7,14,25,-11
CHI,CHI vs. WAS,03/03/2015,W,240,97,33,78,42.3,9,29,31.0,22,30,73.3,10,37,47,20,5,7,16,16,5
WAS,WAS @ CHI,03/03/2015,L,240,92,35,84,41.7,8,22,36.4,14,19,73.7,10,29,39,23,10,11,11,23,-5
CHA,CHA vs. LAL,03/03/2015,W,240,104,39,79,49.4,5,13,38.5,21,31,67.7,5,37,42,30,10,5,12,17,1
LAL,LAL @ CHA,03/03/2015,L,240,103,39,86,45.3,6,17,35.3,19,21,90.5,6,35,41,24,6,4,11,21,-1
HOU,HOU @ ATL,03/03/2015,L,240,96,39,90,43.3,14,41,34.1,4,9,44.4,8,33,41,30,6,6,13,21,-8
ATL,ATL vs. HOU,03/03/2015,W,240,104,39,86,45.3,8,29,27.6,18,21,85.7,9,40,49,23,3,6,15,13,8
UTA,UTA @ MEM,03/03/2015,W,240,93,36,80,45.0,5,25,20.0,16,19,84.2,14,41,55,22,7,7,16,17,11
MEM,MEM vs. UTA,03/03/2015,L,240,82,33,82,40.2,3,11,27.3,13,19,68.4,11,26,37,15,7,4,11,12,-11
NOP,NOP @ DAL,03/02/2015,L,240,93,35,74,47.3,10,21,47.6,13,16,81.3,10,27,37,19,4,4,13,18,-9
BKN,BKN vs. GSW,03/02/2015,W,240,110,44,89,49.4,10,21,47.6,12,16,75.0,11,27,38,20,7,1,13,12,2
GSW,GSW @ BKN,03/02/2015,L,240,108,42,90,46.7,11,30,36.7,13,18,72.2,17,33,50,26,11,7,15,20,-2
LAC,LAC @ MIN,03/02/2015,W,240,110,44,92,47.8,12,33,36.4,10,19,52.6,9,34,43,24,7,3,12,26,5
MIN,MIN vs. LAC,03/02/2015,L,240,105,36,82,43.9,4,15,26.7,29,35,82.9,8,39,47,25,6,4,12,22,-5
PHX,PHX @ MIA,03/02/2015,L,240,98,33,78,42.3,7,31,22.6,25,38,65.8,14,29,43,17,7,2,19,27,-17
MIA,MIA vs. PHX,03/02/2015,W,240,115,43,82,52.4,7,14,50.0,22,30,73.3,12,33,45,19,14,4,16,31,17
PHI,PHI vs. TOR,03/02/2015,L,240,103,41,78,52.6,8,20,40.0,13,19,68.4,10,26,36,32,6,6,16,18,-11
TOR,TOR @ PHI,03/02/2015,W,240,114,41,80,51.3,11,27,40.7,21,24,87.5,10,26,36,24,6,6,11,16,11
DAL,DAL vs. NOP,03/02/2015,W,240,102,38,79,48.1,6,16,37.5,20,22,90.9,9,29,38,11,7,6,7,14,9
OKC,OKC @ LAL,03/01/2015,W,240,108,40,97,41.2,11,32,34.4,17,23,73.9,16,39,55,21,5,6,9,16,7
LAL,LAL vs. OKC,03/01/2015,L,240,101,40,90,44.4,9,25,36.0,12,18,66.7,9,40,49,25,6,6,9,20,-7
ORL,ORL vs. CHA,03/01/2015,L,240,83,31,85,36.5,6,15,40.0,15,20,75.0,10,34,44,16,8,3,11,19,-15
CHA,CHA @ ORL,03/01/2015,W,240,98,40,80,50.0,8,18,44.4,10,14,71.4,7,40,47,22,5,4,16,17,15
CHI,CHI vs. LAC,03/01/2015,L,240,86,27,87,31.0,10,26,38.5,22,30,73.3,17,34,51,18,2,1,12,17,-10
SAC,SAC vs. POR,03/01/2015,L,240,99,39,86,45.3,3,12,25.0,18,23,78.3,7,26,33,24,8,2,13,18,-11
POR,POR @ SAC,03/01/2015,W,240,110,41,83,49.4,10,24,41.7,18,20,90.0,11,32,43,19,5,3,17,20,11
LAC,LAC @ CHI,03/01/2015,W,240,96,38,87,43.7,7,27,25.9,13,24,54.2,13,42,55,15,6,12,9,23,10
IND,IND vs. PHI,03/01/2015,W,240,94,36,88,40.9,3,18,16.7,19,25,76.0,13,40,53,17,11,9,14,15,20
BOS,BOS vs. GSW,03/01/2015,L,240,101,40,109,36.7,8,31,25.8,13,17,76.5,21,39,60,21,4,3,8,17,-5
GSW,GSW @ BOS,03/01/2015,W,240,106,40,95,42.1,12,34,35.3,14,17,82.4,15,40,55,19,4,8,10,18,5
PHI,PHI @ IND,03/01/2015,L,240,74,29,84,34.5,5,24,20.8,11,17,64.7,10,37,47,10,8,6,18,25,-20
