Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
WAS,WAS vs. DET,01/18/2014,L,240,98,37,76,48.7,8,21,38.1,16,29,55.2,6,29,35,22,7,1,19,26,-6
MIL,MIL @ HOU,01/18/2014,L,240,104,40,80,50.0,11,23,47.8,13,21,61.9,11,29,40,23,6,9,20,24,-10
MIN,MIN vs. UTA,01/18/2014,W,240,98,36,83,43.4,6,17,35.3,20,34,58.8,14,46,60,25,10,4,15,24,26
CHA,CHA vs. MIA,01/18/2014,L,265,96,36,75,48.0,7,17,41.2,17,23,73.9,4,30,34,31,6,6,15,23,-8
MIA,MIA @ CHA,01/18/2014,W,265,104,39,79,49.4,7,21,33.3,19,29,65.5,8,35,43,16,5,5,13,23,8
UTA,UTA @ MIN,01/18/2014,L,240,72,21,73,28.8,7,25,28.0,23,29,79.3,7,35,42,12,10,9,16,25,-26
DAL,DAL vs. POR,01/18/2014,L,240,111,42,90,46.7,7,18,38.9,20,25,80.0,4,26,30,15,5,3,8,23,-16
POR,POR @ DAL,01/18/2014,W,240,127,46,90,51.1,9,26,34.6,26,28,92.9,14,41,55,26,6,4,15,20,16
LAC,LAC @ IND,01/18/2014,L,240,92,33,83,39.8,5,20,25.0,21,24,87.5,9,30,39,17,3,4,13,18,-14
IND,IND vs. LAC,01/18/2014,W,240,106,38,83,45.8,9,19,47.4,21,22,95.5,13,35,48,17,5,8,12,25,14
HOU,HOU vs. MIL,01/18/2014,W,240,114,41,85,48.2,7,27,25.9,25,37,67.6,13,33,46,20,11,4,12,19,10
GSW,GSW @ NOP,01/18/2014,W,240,97,37,84,44.0,6,22,27.3,17,19,89.5,10,33,43,17,7,11,8,20,10
NOP,NOP vs. GSW,01/18/2014,L,240,87,32,83,38.6,2,11,18.2,21,28,75.0,15,32,47,18,4,5,13,17,-10
BOS,BOS vs. LAL,01/17/2014,L,240,104,44,99,44.4,7,23,30.4,9,11,81.8,13,29,42,34,12,6,8,19,-3
LAL,LAL @ BOS,01/17/2014,W,240,107,37,74,50.0,12,20,60.0,21,28,75.0,8,38,46,27,3,4,20,13,3
UTA,UTA @ DET,01/17/2014,W,240,110,43,79,54.4,9,22,40.9,15,19,78.9,10,33,43,27,7,5,18,22,21
POR,POR @ SAS,01/17/2014,W,240,109,41,86,47.7,8,16,50.0,19,20,95.0,8,39,47,21,3,4,11,23,9
SAS,SAS vs. POR,01/17/2014,L,240,100,38,84,45.2,8,20,40.0,16,20,80.0,7,34,41,21,7,3,12,17,-9
DET,DET vs. UTA,01/17/2014,L,240,89,32,74,43.2,4,16,25.0,21,31,67.7,8,24,32,15,5,3,16,19,-21
LAC,LAC @ NYK,01/17/2014,W,240,109,33,78,42.3,8,30,26.7,35,42,83.3,8,36,44,17,9,4,11,27,14
MEM,MEM vs. SAC,01/17/2014,W,240,91,36,78,46.2,6,17,35.3,13,18,72.2,4,33,37,18,8,13,10,23,1
WAS,WAS vs. CHI,01/17/2014,W,240,96,40,79,50.6,6,11,54.5,10,13,76.9,8,28,36,27,9,8,16,17,3
SAC,SAC @ MEM,01/17/2014,L,240,90,33,81,40.7,5,11,45.5,19,23,82.6,10,33,43,17,4,2,15,16,-1
DAL,DAL @ PHX,01/17/2014,W,240,110,44,83,53.0,9,24,37.5,13,19,68.4,7,37,44,22,8,4,16,21,3
PHX,PHX vs. DAL,01/17/2014,L,240,107,42,93,45.2,7,22,31.8,16,21,76.2,17,30,47,19,7,1,13,17,-3
MIA,MIA @ PHI,01/17/2014,W,240,101,38,80,47.5,8,23,34.8,17,20,85.0,12,26,38,30,13,12,20,25,15
PHI,PHI vs. MIA,01/17/2014,L,240,86,31,84,36.9,2,20,10.0,22,37,59.5,19,26,45,16,11,4,23,18,-15
CLE,CLE @ DEN,01/17/2014,W,240,117,42,88,47.7,5,16,31.3,28,35,80.0,16,33,49,21,8,6,12,19,8
DEN,DEN vs. CLE,01/17/2014,L,240,109,40,92,43.5,14,37,37.8,15,19,78.9,13,28,41,28,6,9,13,28,-8
CHI,CHI @ WAS,01/17/2014,L,240,93,35,76,46.1,9,24,37.5,14,16,87.5,7,27,34,24,8,5,15,15,-3
NYK,NYK vs. LAC,01/17/2014,L,240,95,29,83,34.9,7,23,30.4,30,36,83.3,20,35,55,20,2,1,20,32,-14
TOR,TOR vs. MIN,01/17/2014,W,240,94,34,78,43.6,11,24,45.8,15,20,75.0,12,31,43,26,6,2,11,21,5
MIN,MIN @ TOR,01/17/2014,L,240,89,36,82,43.9,3,18,16.7,14,20,70.0,12,32,44,16,4,3,10,21,-5
GSW,GSW @ OKC,01/17/2014,L,240,121,43,82,52.4,16,27,59.3,19,34,55.9,12,21,33,22,10,1,17,29,-6
OKC,OKC vs. GSW,01/17/2014,W,240,127,47,81,58.0,9,22,40.9,24,33,72.7,12,29,41,23,13,4,18,26,6
CHA,CHA @ ORL,01/17/2014,W,240,111,39,74,52.7,7,15,46.7,26,35,74.3,4,32,36,25,6,6,12,15,10
ORL,ORL vs. CHA,01/17/2014,L,240,101,38,82,46.3,10,25,40.0,15,21,71.4,6,32,38,25,5,6,16,22,-10
ATL,ATL vs. BKN,01/16/2014,L,240,110,40,81,49.4,8,25,32.0,22,22,100.0,7,21,28,26,10,7,15,12,-17
BKN,BKN @ ATL,01/16/2014,W,240,127,53,91,58.2,16,27,59.3,5,7,71.4,12,28,40,38,7,4,19,21,17
OKC,OKC @ HOU,01/16/2014,W,240,104,38,82,46.3,6,25,24.0,22,25,88.0,10,37,47,18,11,8,16,26,12
HOU,HOU vs. OKC,01/16/2014,L,240,92,33,82,40.2,12,34,35.3,14,21,66.7,10,32,42,20,4,5,17,20,-12
IND,IND vs. NYK,01/16/2014,W,240,117,43,86,50.0,10,23,43.5,21,23,91.3,7,36,43,26,3,6,6,19,28
NYK,NYK @ IND,01/16/2014,L,240,89,34,85,40.0,4,19,21.1,17,22,77.3,12,34,46,16,2,6,12,22,-28
UTA,UTA @ SAS,01/15/2014,L,240,105,44,89,49.4,4,8,50.0,13,19,68.4,11,32,43,23,6,1,10,20,-4
WAS,WAS vs. MIA,01/15/2014,W,240,114,41,75,54.7,10,22,45.5,22,26,84.6,7,34,41,30,7,7,12,19,17
MIA,MIA @ WAS,01/15/2014,L,240,97,37,84,44.0,7,25,28.0,16,17,94.1,9,26,35,22,6,1,13,19,-17
ORL,ORL vs. CHI,01/15/2014,L,315,125,53,104,51.0,6,26,23.1,13,16,81.3,8,44,52,24,9,5,18,28,-3
SAS,SAS vs. UTA,01/15/2014,W,240,109,43,80,53.8,7,16,43.8,16,18,88.9,3,31,34,29,6,6,11,18,4
POR,POR vs. CLE,01/15/2014,W,240,108,42,88,47.7,11,27,40.7,13,17,76.5,11,37,48,27,6,3,16,12,12
CLE,CLE @ POR,01/15/2014,L,240,96,39,89,43.8,6,23,26.1,12,18,66.7,10,32,42,17,9,2,12,21,-12
DEN,DEN @ GSW,01/15/2014,W,240,123,45,83,54.2,12,24,50.0,21,29,72.4,9,37,46,22,9,6,16,27,7
GSW,GSW vs. DEN,01/15/2014,L,240,116,39,90,43.3,9,28,32.1,29,33,87.9,9,32,41,24,7,3,13,21,-7
BOS,BOS vs. TOR,01/15/2014,W,240,88,29,84,34.5,4,17,23.5,26,36,72.2,19,39,58,22,7,3,10,22,5
TOR,TOR @ BOS,01/15/2014,L,240,83,30,78,38.5,11,24,45.8,12,25,48.0,13,31,44,22,5,3,13,29,-5
SAC,SAC @ MIN,01/15/2014,W,240,111,45,82,54.9,5,12,41.7,16,19,84.2,9,36,45,19,6,4,20,22,3
NOP,NOP vs. HOU,01/15/2014,L,240,100,35,77,45.5,8,20,40.0,22,29,75.9,12,32,44,19,7,8,16,34,-3
HOU,HOU @ NOP,01/15/2014,W,240,103,37,72,51.4,4,13,30.8,25,41,61.0,8,30,38,18,9,14,14,28,3
CHI,CHI @ ORL,01/15/2014,W,315,128,48,113,42.5,12,33,36.4,20,23,87.0,18,41,59,31,9,6,18,22,3
MIN,MIN vs. SAC,01/15/2014,L,240,108,39,88,44.3,8,20,40.0,22,29,75.9,9,26,35,23,11,4,12,23,-3
PHI,PHI vs. CHA,01/15/2014,W,240,95,39,77,50.6,6,15,40.0,11,20,55.0,7,43,50,23,6,3,24,22,3
LAC,LAC vs. DAL,01/15/2014,W,240,129,42,83,50.6,17,34,50.0,28,37,75.7,11,27,38,34,6,4,12,17,2
MIL,MIL vs. MEM,01/15/2014,L,240,77,31,82,37.8,6,20,30.0,9,12,75.0,15,36,51,22,5,5,16,19,-5
MEM,MEM @ MIL,01/15/2014,W,240,82,33,82,40.2,5,20,25.0,11,18,61.1,11,32,43,20,7,10,9,17,5
CHA,CHA @ PHI,01/15/2014,L,240,92,35,88,39.8,5,20,25.0,17,26,65.4,8,34,42,25,10,6,13,20,-3
DAL,DAL @ LAC,01/15/2014,L,240,127,51,97,52.6,12,25,48.0,13,21,61.9,17,30,47,37,7,2,9,24,-2
PHX,PHX vs. LAL,01/15/2014,W,240,121,49,100,49.0,4,19,21.1,19,25,76.0,16,37,53,23,12,6,17,21,7
LAL,LAL @ PHX,01/15/2014,L,240,114,43,91,47.3,6,20,30.0,22,24,91.7,8,35,43,26,5,7,17,22,-7
OKC,OKC @ MEM,01/14/2014,L,240,87,33,81,40.7,5,21,23.8,16,20,80.0,12,33,45,12,5,5,19,27,-3
MEM,MEM vs. OKC,01/14/2014,W,240,90,32,80,40.0,4,14,28.6,22,27,81.5,11,32,43,19,8,3,13,21,3
CHA,CHA vs. NYK,01/14/2014,W,240,108,38,75,50.7,6,14,42.9,26,33,78.8,5,32,37,21,4,2,5,20,10
LAL,LAL vs. CLE,01/14/2014,L,240,118,44,84,52.4,13,34,38.2,17,23,73.9,6,29,35,35,4,6,12,21,-2
NYK,NYK @ CHA,01/14/2014,L,240,98,39,81,48.1,6,17,35.3,14,18,77.8,4,28,32,21,4,8,9,23,-10
SAC,SAC @ IND,01/14/2014,L,240,92,39,92,42.4,4,13,30.8,10,17,58.8,15,25,40,13,8,5,15,21,-24
IND,IND vs. SAC,01/14/2014,W,240,116,45,82,54.9,6,16,37.5,20,25,80.0,11,35,46,24,7,5,14,17,24
CLE,CLE @ LAL,01/14/2014,W,240,120,41,88,46.6,13,17,76.5,25,32,78.1,16,32,48,27,8,2,9,22,2
PHX,PHX @ NYK,01/13/2014,L,265,96,33,93,35.5,7,30,23.3,23,28,82.1,17,32,49,14,6,3,10,25,-2
NYK,NYK vs. PHX,01/13/2014,W,265,98,35,81,43.2,7,20,35.0,21,27,77.8,12,41,53,11,3,5,18,30,2
HOU,HOU @ BOS,01/13/2014,W,240,104,37,79,46.8,8,19,42.1,22,34,64.7,10,36,46,24,6,9,15,16,12
BOS,BOS vs. HOU,01/13/2014,L,240,92,38,101,37.6,3,17,17.6,13,14,92.9,15,35,50,17,8,7,15,26,-12
WAS,WAS @ CHI,01/13/2014,W,240,102,39,75,52.0,7,18,38.9,17,28,60.7,8,32,40,25,9,5,13,17,14
CHI,CHI vs. WAS,01/13/2014,L,240,88,34,79,43.0,9,21,42.9,11,19,57.9,14,28,42,25,8,3,18,21,-14
SAS,SAS @ NOP,01/13/2014,W,240,101,35,67,52.2,5,12,41.7,26,31,83.9,3,38,41,19,6,7,13,19,6
UTA,UTA vs. DEN,01/13/2014,W,240,118,44,79,55.7,8,18,44.4,22,29,75.9,7,35,42,22,7,2,11,24,15
DAL,DAL vs. ORL,01/13/2014,W,240,107,40,79,50.6,13,27,48.1,14,15,93.3,9,31,40,21,6,6,12,16,19
DEN,DEN @ UTA,01/13/2014,L,240,103,37,84,44.0,7,26,26.9,22,35,62.9,12,27,39,16,6,4,11,22,-15
ORL,ORL @ DAL,01/13/2014,L,240,88,34,76,44.7,7,24,29.2,13,16,81.3,8,29,37,18,8,1,15,18,-19
MIL,MIL @ TOR,01/13/2014,L,240,94,35,83,42.2,9,19,47.4,15,22,68.2,15,25,40,23,8,7,16,21,-22
TOR,TOR vs. MIL,01/13/2014,W,240,116,40,79,50.6,12,23,52.2,24,30,80.0,16,30,46,26,9,3,14,23,22
NOP,NOP vs. SAS,01/13/2014,L,240,95,38,87,43.7,7,11,63.6,12,17,70.6,9,32,41,19,7,4,9,23,-6
SAC,SAC vs. CLE,01/12/2014,W,240,124,42,81,51.9,15,30,50.0,25,30,83.3,12,38,50,21,6,8,15,23,44
MEM,MEM vs. ATL,01/12/2014,W,240,108,43,83,51.8,6,15,40.0,16,20,80.0,8,32,40,26,13,6,12,17,7
ATL,ATL @ MEM,01/12/2014,L,240,101,38,80,47.5,9,27,33.3,16,24,66.7,9,29,38,25,9,2,15,16,-7
MIN,MIN @ SAS,01/12/2014,L,240,86,33,93,35.5,5,17,29.4,15,18,83.3,16,24,40,17,16,6,10,13,-18
SAS,SAS vs. MIN,01/12/2014,W,240,104,42,74,56.8,9,13,69.2,11,14,78.6,7,39,46,31,6,10,20,19,18
CLE,CLE @ SAC,01/12/2014,L,240,80,31,80,38.8,7,21,33.3,11,23,47.8,6,26,32,23,6,3,15,23,-44
DET,DET vs. PHX,01/11/2014,W,240,110,44,94,46.8,3,17,17.6,19,27,70.4,20,39,59,32,7,7,16,19,2
OKC,OKC vs. MIL,01/11/2014,W,240,101,35,86,40.7,10,25,40.0,21,27,77.8,21,37,58,24,6,7,18,16,16
PHI,PHI vs. NYK,01/11/2014,L,240,92,36,78,46.2,5,19,26.3,15,21,71.4,9,29,38,22,7,2,15,20,-10
NYK,NYK @ PHI,01/11/2014,W,240,102,39,82,47.6,6,18,33.3,18,23,78.3,10,29,39,26,11,2,13,20,10
POR,POR vs. BOS,01/11/2014,W,240,112,40,93,43.0,10,21,47.6,22,26,84.6,20,29,49,29,3,3,12,14,8
BOS,BOS @ POR,01/11/2014,L,240,104,44,95,46.3,4,14,28.6,12,17,70.6,20,26,46,25,8,4,9,22,-8
CHI,CHI vs. CHA,01/11/2014,W,240,103,38,81,46.9,6,14,42.9,21,26,80.8,12,34,46,26,6,8,11,19,6
CHA,CHA @ CHI,01/11/2014,L,240,97,37,79,46.8,4,11,36.4,19,20,95.0,6,28,34,18,5,7,9,23,-6
DEN,DEN vs. ORL,01/11/2014,W,240,120,44,87,50.6,12,28,42.9,20,26,76.9,12,38,50,30,5,7,10,21,26
TOR,TOR vs. BKN,01/11/2014,W,240,96,32,79,40.5,11,25,44.0,21,28,75.0,16,33,49,16,8,6,12,21,16
MIL,MIL @ OKC,01/11/2014,L,240,85,32,81,39.5,12,31,38.7,9,14,64.3,13,27,40,22,7,4,16,23,-16
ORL,ORL @ DEN,01/11/2014,L,240,94,37,84,44.0,4,20,20.0,16,23,69.6,8,32,40,23,4,4,11,19,-26
DAL,DAL vs. NOP,01/11/2014,W,240,110,30,67,44.8,11,27,40.7,39,45,86.7,5,25,30,20,11,3,14,23,3
NOP,NOP @ DAL,01/11/2014,L,240,107,37,77,48.1,8,19,42.1,25,31,80.6,13,35,48,22,6,2,19,33,-3
WAS,WAS vs. HOU,01/11/2014,L,240,107,40,95,42.1,5,19,26.3,22,31,71.0,17,30,47,24,11,3,12,32,-7
BKN,BKN @ TOR,01/11/2014,L,240,80,30,75,40.0,8,25,32.0,12,18,66.7,9,30,39,14,7,10,15,26,-16
HOU,HOU @ WAS,01/11/2014,W,240,114,38,73,52.1,8,18,44.4,30,42,71.4,9,34,43,22,7,5,19,25,7
PHX,PHX @ DET,01/11/2014,L,240,108,37,94,39.4,13,35,37.1,21,25,84.0,16,29,45,24,8,3,12,23,-2
ORL,ORL @ SAC,01/10/2014,L,240,83,26,78,33.3,8,27,29.6,23,29,79.3,11,26,37,15,9,2,13,19,-20
WAS,WAS @ IND,01/10/2014,L,240,66,26,81,32.1,5,14,35.7,9,23,39.1,8,33,41,13,8,7,14,25,-27
SAC,SAC vs. ORL,01/10/2014,W,240,103,41,80,51.3,3,14,21.4,18,19,94.7,11,43,54,23,7,3,14,22,20
CLE,CLE @ UTA,01/10/2014,W,240,113,45,83,54.2,7,14,50.0,16,20,80.0,8,37,45,19,9,1,9,20,11
UTA,UTA vs. CLE,01/10/2014,L,240,102,39,81,48.1,9,20,45.0,15,27,55.6,8,26,34,22,4,3,11,17,-11
MIN,MIN vs. CHA,01/10/2014,W,240,119,48,88,54.5,9,19,47.4,14,19,73.7,12,42,54,31,6,5,14,16,27
CHA,CHA @ MIN,01/10/2014,L,240,92,37,84,44.0,8,19,42.1,10,14,71.4,4,29,33,23,10,7,11,17,-27
IND,IND vs. WAS,01/10/2014,W,240,93,37,83,44.6,6,13,46.2,13,22,59.1,11,50,61,25,6,1,15,22,27
DAL,DAL @ NOP,01/10/2014,W,240,107,41,78,52.6,14,28,50.0,11,16,68.8,11,28,39,32,9,7,13,17,17
NOP,NOP vs. DAL,01/10/2014,L,240,90,36,80,45.0,3,7,42.9,15,19,78.9,15,23,38,15,6,8,18,17,-17
LAL,LAL @ LAC,01/10/2014,L,240,87,29,84,34.5,4,16,25.0,25,28,89.3,11,36,47,18,2,1,21,26,-36
BKN,BKN vs. MIA,01/10/2014,W,290,104,40,86,46.5,7,20,35.0,17,21,81.0,13,36,49,21,7,4,14,22,9
MIA,MIA @ BKN,01/10/2014,L,290,95,34,80,42.5,6,23,26.1,21,27,77.8,11,28,39,19,5,2,14,24,-9
LAC,LAC vs. LAL,01/10/2014,W,240,123,45,92,48.9,7,23,30.4,26,35,74.3,13,43,56,24,16,13,10,23,36
CHI,CHI @ MIL,01/10/2014,W,240,81,24,62,38.7,6,16,37.5,27,39,69.2,8,36,44,18,5,5,12,19,9
ATL,ATL vs. HOU,01/10/2014,W,240,83,32,86,37.2,9,32,28.1,10,11,90.9,13,27,40,25,9,5,14,17,3
BOS,BOS @ GSW,01/10/2014,L,240,97,38,85,44.7,7,19,36.8,14,16,87.5,12,37,49,19,7,8,17,25,-2
GSW,GSW vs. BOS,01/10/2014,W,240,99,38,92,41.3,8,26,30.8,15,21,71.4,14,32,46,23,7,1,11,18,2
HOU,HOU @ ATL,01/10/2014,L,240,80,29,70,41.4,6,19,31.6,16,22,72.7,10,34,44,15,3,2,18,18,-3
PHX,PHX @ MEM,01/10/2014,L,240,99,38,92,41.3,11,30,36.7,12,16,75.0,14,30,44,19,4,6,6,23,-5
MEM,MEM vs. PHX,01/10/2014,W,240,104,42,86,48.8,6,15,40.0,14,23,60.9,14,39,53,24,1,9,9,11,5
MIL,MIL vs. CHI,01/10/2014,L,240,72,28,88,31.8,7,21,33.3,9,12,75.0,16,32,48,15,6,4,12,29,-9
DET,DET @ PHI,01/10/2014,W,240,114,40,94,42.6,11,30,36.7,23,33,69.7,25,37,62,24,12,14,18,19,10
PHI,PHI vs. DET,01/10/2014,L,240,104,41,95,43.2,8,24,33.3,14,20,70.0,13,29,42,23,12,3,16,19,-10
DEN,DEN vs. OKC,01/09/2014,W,240,101,37,90,41.1,14,31,45.2,13,18,72.2,12,41,53,24,7,4,13,26,13
NYK,NYK vs. MIA,01/09/2014,W,240,102,44,82,53.7,9,24,37.5,5,10,50.0,10,33,43,25,8,1,10,19,10
MIA,MIA @ NYK,01/09/2014,L,240,92,37,68,54.4,7,21,33.3,11,21,52.4,4,28,32,20,7,4,15,13,-10
OKC,OKC @ DEN,01/09/2014,L,240,88,30,85,35.3,6,24,25.0,22,27,81.5,8,38,46,11,8,10,12,20,-13
LAL,LAL @ HOU,01/08/2014,L,240,99,36,88,40.9,7,24,29.2,20,25,80.0,14,33,47,20,7,7,18,32,-14
HOU,HOU vs. LAL,01/08/2014,W,240,113,39,86,45.3,7,28,25.0,28,50,56.0,16,36,52,18,12,3,10,19,14
GSW,GSW @ BKN,01/08/2014,L,240,98,36,78,46.2,9,26,34.6,17,23,73.9,6,34,40,19,7,5,18,27,-4
ATL,ATL vs. IND,01/08/2014,W,240,97,34,75,45.3,10,23,43.5,19,22,86.4,6,28,34,27,8,3,11,14,10
IND,IND @ ATL,01/08/2014,L,240,87,35,87,40.2,9,27,33.3,8,9,88.9,14,32,46,19,7,4,20,21,-10
BKN,BKN vs. GSW,01/08/2014,W,240,102,34,77,44.2,5,19,26.3,29,35,82.9,10,31,41,13,12,2,15,20,4
DET,DET @ TOR,01/08/2014,L,240,91,34,86,39.5,4,16,25.0,19,35,54.3,11,36,47,20,7,5,16,26,-21
TOR,TOR vs. DET,01/08/2014,W,240,112,35,86,40.7,11,31,35.5,31,34,91.2,12,43,55,25,5,10,14,30,21
WAS,WAS @ NOP,01/08/2014,W,240,102,38,80,47.5,10,21,47.6,16,26,61.5,13,33,46,24,6,5,12,23,6
SAS,SAS vs. DAL,01/08/2014,W,240,112,40,76,52.6,9,20,45.0,23,26,88.5,12,43,55,25,6,3,17,10,22
MIN,MIN vs. PHX,01/08/2014,L,240,103,34,86,39.5,6,16,37.5,29,35,82.9,12,39,51,19,3,5,12,18,-1
LAC,LAC vs. BOS,01/08/2014,W,240,111,36,79,45.6,11,30,36.7,28,39,71.8,7,30,37,26,11,4,13,23,6
BOS,BOS @ LAC,01/08/2014,L,240,105,39,83,47.0,5,17,29.4,22,30,73.3,10,35,45,25,7,1,19,30,-6
NOP,NOP vs. WAS,01/08/2014,L,240,96,35,78,44.9,4,13,30.8,22,27,81.5,8,29,37,23,8,9,11,24,-6
POR,POR vs. ORL,01/08/2014,W,240,110,45,95,47.4,9,30,30.0,11,13,84.6,11,36,47,27,6,9,7,16,16
ORL,ORL @ POR,01/08/2014,L,240,94,33,83,39.8,7,20,35.0,21,27,77.8,10,32,42,21,5,2,10,12,-16
DAL,DAL @ SAS,01/08/2014,L,240,90,39,93,41.9,7,19,36.8,5,8,62.5,9,23,32,20,10,3,8,19,-22
PHX,PHX @ MIN,01/08/2014,W,240,104,38,92,41.3,11,29,37.9,17,23,73.9,15,35,50,19,6,3,12,30,1
IND,IND vs. TOR,01/07/2014,W,240,86,32,75,42.7,1,11,9.1,21,26,80.8,11,42,53,17,5,8,16,19,7
TOR,TOR @ IND,01/07/2014,L,240,79,30,81,37.0,5,19,26.3,14,18,77.8,5,31,36,18,7,4,9,25,-7
SAC,SAC vs. POR,01/07/2014,W,240,123,40,85,47.1,7,15,46.7,36,50,72.0,12,36,48,20,9,3,9,25,4
POR,POR @ SAC,01/07/2014,L,240,119,39,90,43.3,10,27,37.0,31,36,86.1,14,37,51,24,3,6,16,37,-4
MIA,MIA vs. NOP,01/07/2014,W,240,107,40,78,51.3,9,27,33.3,18,23,78.3,9,30,39,24,6,2,12,18,19
NOP,NOP @ MIA,01/07/2014,L,240,88,36,77,46.8,3,9,33.3,13,17,76.5,12,29,41,18,9,4,16,22,-19
DEN,DEN vs. BOS,01/07/2014,W,240,129,43,83,51.8,14,31,45.2,29,38,76.3,14,42,56,30,5,10,21,28,31
BOS,BOS @ DEN,01/07/2014,L,240,98,35,91,38.5,4,18,22.2,24,32,75.0,10,25,35,22,8,2,14,28,-31
CHA,CHA vs. WAS,01/07/2014,L,240,83,31,72,43.1,6,16,37.5,15,24,62.5,3,35,38,19,3,1,13,13,-14
NYK,NYK vs. DET,01/07/2014,W,240,89,33,81,40.7,9,26,34.6,14,20,70.0,9,29,38,24,10,4,14,22,4
WAS,WAS @ CHA,01/07/2014,W,240,97,40,85,47.1,5,17,29.4,12,15,80.0,8,38,46,20,7,8,7,20,14
DET,DET @ NYK,01/07/2014,L,240,85,32,86,37.2,3,19,15.8,18,23,78.3,16,38,54,19,8,4,17,20,-4
PHX,PHX @ CHI,01/07/2014,L,240,87,33,82,40.2,6,23,26.1,15,19,78.9,9,32,41,12,7,8,12,21,-5
CHI,CHI vs. PHX,01/07/2014,W,240,92,36,82,43.9,6,14,42.9,14,23,60.9,14,36,50,26,6,5,15,18,5
LAL,LAL @ DAL,01/07/2014,L,240,97,34,81,42.0,11,31,35.5,18,26,69.2,11,35,46,21,6,3,20,16,-13
MIL,MIL vs. GSW,01/07/2014,L,240,80,31,80,38.8,5,15,33.3,13,18,72.2,10,26,36,20,8,3,11,19,-21
SAS,SAS @ MEM,01/07/2014,W,265,110,43,83,51.8,7,24,29.2,17,25,68.0,9,35,44,24,9,5,18,16,2
MEM,MEM vs. SAS,01/07/2014,L,265,108,46,99,46.5,6,17,35.3,10,15,66.7,12,28,40,22,7,5,11,24,-2
PHI,PHI @ CLE,01/07/2014,L,240,93,34,86,39.5,4,19,21.1,21,27,77.8,8,30,38,21,9,6,10,18,-18
CLE,CLE vs. PHI,01/07/2014,W,240,111,44,89,49.4,13,28,46.4,10,18,55.6,14,44,58,29,5,9,18,27,18
OKC,OKC @ UTA,01/07/2014,L,240,101,35,89,39.3,6,34,17.6,25,31,80.6,15,25,40,18,13,2,10,27,-11
UTA,UTA vs. OKC,01/07/2014,W,240,112,40,68,58.8,8,18,44.4,24,31,77.4,3,37,40,22,6,6,20,20,11
DAL,DAL vs. LAL,01/07/2014,W,240,110,48,90,53.3,5,17,29.4,9,15,60.0,6,34,40,32,17,3,12,17,13
GSW,GSW @ MIL,01/07/2014,W,240,101,39,85,45.9,10,32,31.3,13,20,65.0,16,40,56,21,5,4,17,22,21
MIN,MIN @ PHI,01/06/2014,W,240,126,46,100,46.0,16,26,61.5,18,23,78.3,14,39,53,28,13,6,13,14,31
PHI,PHI vs. MIN,01/06/2014,L,240,95,38,80,47.5,8,18,44.4,11,16,68.8,4,36,40,26,9,6,23,22,-31
BKN,BKN vs. ATL,01/06/2014,W,240,91,33,80,41.3,8,27,29.6,17,26,65.4,15,28,43,17,10,5,12,25,5
ATL,ATL @ BKN,01/06/2014,L,240,86,27,70,38.6,8,24,33.3,24,26,92.3,10,29,39,21,5,4,18,23,-5
ORL,ORL @ LAC,01/06/2014,L,240,81,30,84,35.7,7,19,36.8,14,21,66.7,15,35,50,15,8,1,18,20,-20
LAC,LAC vs. ORL,01/06/2014,W,240,101,35,83,42.2,11,31,35.5,20,24,83.3,13,38,51,30,9,10,14,17,20
BOS,BOS @ OKC,01/05/2014,L,240,96,35,80,43.8,11,23,47.8,15,24,62.5,12,25,37,23,5,6,16,26,-23
OKC,OKC vs. BOS,01/05/2014,W,240,119,43,83,51.8,9,19,47.4,24,31,77.4,12,31,43,28,10,5,9,16,23
LAL,LAL vs. DEN,01/05/2014,L,240,115,42,89,47.2,3,21,14.3,28,36,77.8,9,29,38,26,8,5,15,18,-22
DEN,DEN @ LAL,01/05/2014,W,240,137,53,99,53.5,12,29,41.4,19,24,79.2,17,41,58,32,12,8,15,25,22
DAL,DAL vs. NYK,01/05/2014,L,240,80,32,78,41.0,6,26,23.1,10,18,55.6,7,27,34,13,6,1,11,17,-12
NYK,NYK @ DAL,01/05/2014,W,240,92,37,76,48.7,5,13,38.5,13,16,81.3,9,38,47,20,8,3,17,18,12
CLE,CLE vs. IND,01/05/2014,L,240,78,27,79,34.2,6,20,30.0,18,20,90.0,16,33,49,14,7,2,18,25,-4
MEM,MEM @ DET,01/05/2014,W,240,112,43,92,46.7,8,15,53.3,18,22,81.8,19,40,59,31,4,4,12,15,28
DET,DET vs. MEM,01/05/2014,L,240,84,35,86,40.7,4,17,23.5,10,20,50.0,12,31,43,23,4,5,11,20,-28
IND,IND @ CLE,01/05/2014,W,240,82,28,77,36.4,8,24,33.3,18,22,81.8,10,32,42,17,8,4,16,19,4
MIA,MIA vs. TOR,01/05/2014,W,240,102,38,81,46.9,3,11,27.3,23,27,85.2,14,28,42,17,8,2,11,24,5
TOR,TOR @ MIA,01/05/2014,L,240,97,39,77,50.6,7,22,31.8,12,21,57.1,7,27,34,24,5,7,13,23,-5
WAS,WAS vs. GSW,01/05/2014,L,240,96,37,86,43.0,6,20,30.0,16,16,100.0,9,33,42,23,8,5,13,17,-16
