Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
WAS,WAS @ BKN,04/15/2013,L,240,101,41,77,53.2,4,11,36.4,15,20,75.0,11,33,44,24,8,6,20,23,-5
PHI,PHI @ DET,04/15/2013,L,240,101,39,87,44.8,6,22,27.3,17,21,81.0,13,26,39,25,10,5,13,15,-8
SAS,SAS @ GSW,04/15/2013,L,240,106,45,98,45.9,8,24,33.3,8,13,61.5,10,29,39,30,13,1,15,18,-10
ORL,ORL vs. CHI,04/15/2013,L,240,84,31,74,41.9,2,10,20.0,20,33,60.6,15,24,39,16,8,6,17,14,-18
MIL,MIL vs. DEN,04/15/2013,L,240,111,42,100,42.0,12,35,34.3,15,23,65.2,18,26,44,25,10,6,12,24,-1
HOU,HOU @ PHX,04/15/2013,L,240,112,43,92,46.7,11,29,37.9,15,23,65.2,8,35,43,21,5,11,16,21,-7
PHX,PHX vs. HOU,04/15/2013,W,240,119,47,95,49.5,7,23,30.4,18,23,78.3,11,33,44,29,11,9,11,19,7
DEN,DEN @ MIL,04/15/2013,W,240,112,37,85,43.5,6,14,42.9,32,46,69.6,18,40,58,21,5,5,17,24,1
CHA,CHA vs. NYK,04/15/2013,W,240,106,43,74,58.1,7,18,38.9,13,14,92.9,4,33,37,35,4,6,11,15,11
CHI,CHI @ ORL,04/15/2013,W,240,102,42,75,56.0,9,17,52.9,9,13,69.2,8,27,35,33,6,4,16,25,18
NYK,NYK @ CHA,04/15/2013,L,240,95,34,79,43.0,14,37,37.8,13,13,100,3,22,25,27,5,1,9,15,-11
UTA,UTA @ MIN,04/15/2013,W,240,96,36,77,46.8,3,10,30.0,21,23,91.3,3,38,41,21,11,2,10,18,16
MIN,MIN vs. UTA,04/15/2013,L,240,80,32,75,42.7,2,17,11.8,14,18,77.8,3,35,38,21,7,3,12,18,-16
LAL,LAL vs. SAS,04/14/2013,W,240,91,31,85,36.5,9,27,33.3,20,31,64.5,16,42,58,18,6,7,14,14,5
IND,IND @ NYK,04/14/2013,L,240,80,28,65,43.1,8,28,28.6,16,26,61.5,13,32,45,20,6,3,26,19,-10
NYK,NYK vs. IND,04/14/2013,W,240,90,35,82,42.7,11,31,35.5,9,11,81.8,8,24,32,15,11,2,12,24,10
SAS,SAS @ LAL,04/14/2013,L,240,86,33,89,37.1,6,18,33.3,14,19,73.7,10,36,46,25,11,8,9,23,-5
POR,POR @ DEN,04/14/2013,L,240,109,38,82,46.3,12,32,37.5,21,26,80.8,12,25,37,26,5,3,23,21,-9
DEN,DEN vs. POR,04/14/2013,W,240,118,43,81,53.1,8,22,36.4,24,27,88.9,9,30,39,30,15,7,21,22,9
SAC,SAC @ HOU,04/14/2013,L,240,100,39,100,39.0,8,25,32.0,14,17,82.4,15,30,45,24,10,10,15,21,-21
NOH,NOH vs. DAL,04/14/2013,L,240,89,33,87,37.9,9,22,40.9,14,18,77.8,20,27,47,22,4,2,11,12,-18
DAL,DAL @ NOH,04/14/2013,W,240,107,45,86,52.3,9,21,42.9,8,8,100,9,32,41,27,6,6,9,16,18
TOR,TOR vs. BKN,04/14/2013,W,240,93,36,82,43.9,6,15,40.0,15,21,71.4,10,38,48,19,4,1,13,19,6
BKN,BKN @ TOR,04/14/2013,L,240,87,34,84,40.5,8,30,26.7,11,19,57.9,10,28,38,23,8,5,7,20,-6
HOU,HOU vs. SAC,04/14/2013,W,240,121,45,83,54.2,13,27,48.1,18,24,75.0,6,40,46,28,11,12,17,17,21
CHI,CHI @ MIA,04/14/2013,L,240,93,29,82,35.4,11,26,42.3,24,31,77.4,11,34,45,16,7,1,14,30,-12
MIA,MIA vs. CHI,04/14/2013,W,240,105,36,70,51.4,6,17,35.3,27,41,65.9,4,40,44,23,7,8,15,27,12
PHI,PHI vs. CLE,04/14/2013,W,240,91,38,86,44.2,8,21,38.1,7,11,63.6,10,29,39,27,9,9,12,12,14
CLE,CLE @ PHI,04/14/2013,L,240,77,31,85,36.5,5,16,31.3,10,15,66.7,13,36,49,22,5,6,19,12,-14
MEM,MEM vs. LAC,04/13/2013,L,240,87,34,83,41.0,6,13,46.2,13,20,65.0,12,31,43,19,6,5,11,20,-4
LAC,LAC @ MEM,04/13/2013,W,240,91,37,80,46.3,6,16,37.5,11,18,61.1,12,33,45,18,9,8,8,20,4
MIL,MIL @ CHA,04/13/2013,L,240,85,34,87,39.1,9,29,31.0,8,12,66.7,9,27,36,23,6,3,12,20,-10
PHX,PHX @ MIN,04/13/2013,L,240,93,37,73,50.7,9,20,45.0,10,14,71.4,5,29,34,28,10,3,28,22,-12
MIN,MIN vs. PHX,04/13/2013,W,240,105,41,83,49.4,6,15,40.0,17,19,89.5,11,25,36,19,17,6,18,14,12
BOS,BOS @ ORL,04/13/2013,W,240,120,48,81,59.3,10,16,62.5,14,19,73.7,7,31,38,27,10,4,13,15,32
ORL,ORL vs. BOS,04/13/2013,L,240,88,35,83,42.2,5,14,35.7,13,15,86.7,12,28,40,23,5,4,20,16,-32
CHA,CHA vs. MIL,04/13/2013,W,240,95,37,80,46.3,4,9,44.4,17,24,70.8,11,41,52,23,6,5,16,18,10
NOH,NOH vs. LAC,04/12/2013,L,240,93,35,83,42.2,6,19,31.6,17,32,53.1,19,29,48,21,3,1,13,23,-3
ATL,ATL vs. MIL,04/12/2013,W,240,109,43,85,50.6,6,20,30.0,17,25,68.0,8,38,46,26,14,5,17,13,5
DET,DET vs. CHA,04/12/2013,W,240,113,43,83,51.8,12,18,66.7,15,20,75.0,15,30,45,31,10,3,22,20,20
CHA,CHA @ DET,04/12/2013,L,240,93,35,78,44.9,9,24,37.5,14,17,82.4,9,24,33,18,10,5,24,17,-20
CLE,CLE vs. NYK,04/12/2013,L,240,91,34,79,43.0,6,22,27.3,17,24,70.8,16,30,46,17,7,2,14,16,-10
NYK,NYK @ CLE,04/12/2013,W,240,101,40,79,50.6,10,28,35.7,11,17,64.7,11,33,44,15,11,5,15,21,10
TOR,TOR vs. CHI,04/12/2013,W,240,97,34,72,47.2,2,8,25.0,27,33,81.8,11,27,38,22,10,7,15,13,9
CHI,CHI @ TOR,04/12/2013,L,240,88,34,77,44.2,9,18,50.0,11,14,78.6,10,29,39,22,6,1,18,24,-9
MIA,MIA vs. BOS,04/12/2013,W,240,109,39,71,54.9,12,23,52.2,19,28,67.9,5,32,37,28,6,5,17,14,8
MIN,MIN @ UTA,04/12/2013,L,240,100,36,78,46.2,8,22,36.4,20,21,95.2,9,22,31,21,10,3,11,18,-7
UTA,UTA vs. MIN,04/12/2013,W,240,107,42,72,58.3,8,13,61.5,15,17,88.2,6,30,36,23,8,4,18,19,7
BOS,BOS @ MIA,04/12/2013,L,240,101,41,85,48.2,6,23,26.1,13,13,100,9,25,34,15,9,1,13,18,-8
DEN,DEN @ DAL,04/12/2013,L,265,105,41,93,44.1,8,24,33.3,15,21,71.4,13,33,46,22,14,4,20,18,-3
BKN,BKN @ IND,04/12/2013,W,240,117,42,82,51.2,12,25,48.0,21,26,80.8,12,27,39,24,8,6,14,24,8
IND,IND vs. BKN,04/12/2013,L,240,109,40,80,50.0,8,19,42.1,21,26,80.8,12,23,35,25,9,7,16,24,-8
SAC,SAC @ SAS,04/12/2013,L,240,101,39,89,43.8,11,20,55.0,12,15,80.0,9,25,34,26,13,4,14,16,-7
DAL,DAL vs. DEN,04/12/2013,W,265,108,43,95,45.3,11,23,47.8,11,19,57.9,15,37,52,29,7,9,21,16,3
SAS,SAS vs. SAC,04/12/2013,W,240,108,42,77,54.5,6,17,35.3,18,21,85.7,4,37,41,28,7,12,18,14,7
HOU,HOU vs. MEM,04/12/2013,L,240,78,23,74,31.1,11,32,34.4,21,28,75.0,15,36,51,18,4,7,20,26,-4
WAS,WAS vs. PHI,04/12/2013,L,240,86,36,87,41.4,1,13,7.7,13,21,61.9,13,34,47,21,7,7,17,13,-11
PHI,PHI @ WAS,04/12/2013,W,240,97,40,93,43.0,7,22,31.8,10,11,90.9,11,36,47,29,11,3,13,13,11
MEM,MEM @ HOU,04/12/2013,W,240,82,29,83,34.9,5,17,29.4,19,28,67.9,12,32,44,18,10,8,7,22,4
POR,POR vs. OKC,04/12/2013,L,240,90,36,88,40.9,6,20,30.0,12,18,66.7,10,26,36,20,4,1,11,15,-16
OKC,OKC @ POR,04/12/2013,W,240,106,40,77,51.9,9,22,40.9,17,21,81.0,7,33,40,16,8,9,14,17,16
LAL,LAL vs. GSW,04/12/2013,W,240,118,34,66,51.5,12,25,48.0,38,50,76.0,3,33,36,22,2,2,12,17,2
LAC,LAC @ NOH,04/12/2013,W,240,96,35,78,44.9,7,26,26.9,19,28,67.9,10,31,41,28,6,5,13,24,3
GSW,GSW @ LAL,04/12/2013,L,240,116,46,97,47.4,11,26,42.3,13,16,81.3,15,29,44,25,7,4,8,33,-2
MIL,MIL @ ATL,04/12/2013,L,240,104,38,92,41.3,17,33,51.5,11,16,68.8,13,35,48,27,14,4,19,19,-5
OKC,OKC @ GSW,04/11/2013,W,240,116,42,83,50.6,12,27,44.4,20,23,87.0,10,36,46,30,10,10,18,21,19
GSW,GSW vs. OKC,04/11/2013,L,240,97,37,84,44.0,7,16,43.8,16,26,61.5,7,32,39,16,10,3,16,19,-19
CHI,CHI vs. NYK,04/11/2013,W,265,118,39,87,44.8,10,27,37.0,30,37,81.1,10,43,53,23,7,9,9,21,7
NYK,NYK @ CHI,04/11/2013,L,265,111,42,104,40.4,10,30,33.3,17,22,77.3,12,40,52,18,2,5,7,28,-7
ATL,ATL @ PHI,04/10/2013,W,240,124,49,91,53.8,8,22,36.4,18,19,94.7,9,35,44,34,8,2,10,17,23
PHX,PHX @ DAL,04/10/2013,W,240,102,37,89,41.6,12,27,44.4,16,17,94.1,12,36,48,25,7,11,10,17,11
SAC,SAC vs. NOH,04/10/2013,W,240,121,47,85,55.3,10,20,50.0,17,23,73.9,9,28,37,26,10,7,12,28,11
NOH,NOH @ SAC,04/10/2013,L,240,110,38,78,48.7,6,18,33.3,28,35,80.0,13,28,41,19,6,5,19,18,-11
CLE,CLE vs. DET,04/10/2013,L,240,104,40,82,48.8,3,15,20.0,21,26,80.8,13,36,49,21,3,8,13,28,-7
DET,DET @ CLE,04/10/2013,W,240,111,40,80,50.0,4,16,25.0,27,42,64.3,5,28,33,20,6,1,5,20,7
DEN,DEN vs. SAS,04/10/2013,W,240,96,39,86,45.3,6,15,40.0,12,21,57.1,16,37,53,26,8,9,17,16,10
POR,POR vs. LAL,04/10/2013,L,240,106,38,85,44.7,12,26,46.2,18,20,90.0,9,22,31,24,10,0,11,24,-7
LAL,LAL @ POR,04/10/2013,W,240,113,43,73,58.9,6,19,31.6,21,24,87.5,6,33,39,19,7,9,15,17,7
SAS,SAS @ DEN,04/10/2013,L,240,86,35,87,40.2,4,21,19.0,12,17,70.6,12,31,43,24,10,6,15,17,-10
PHI,PHI vs. ATL,04/10/2013,L,240,101,37,88,42.0,7,21,33.3,20,22,90.9,12,29,41,21,5,0,15,17,-23
DAL,DAL vs. PHX,04/10/2013,L,240,91,34,85,40.0,6,17,35.3,17,21,81.0,14,36,50,21,6,8,13,17,-11
WAS,WAS vs. MIA,04/10/2013,L,240,98,36,80,45.0,11,23,47.8,15,21,71.4,9,25,34,19,15,5,16,20,-5
MIA,MIA @ WAS,04/10/2013,W,240,103,33,75,44.0,17,41,41.5,20,23,87.0,12,35,47,19,7,6,25,18,5
ORL,ORL vs. MIL,04/10/2013,W,265,113,51,109,46.8,8,15,53.3,3,8,37.5,18,44,62,27,6,3,17,19,10
MIN,MIN @ LAC,04/10/2013,L,240,95,35,90,38.9,6,23,26.1,19,22,86.4,13,25,38,23,12,4,11,14,-16
LAC,LAC vs. MIN,04/10/2013,W,240,111,44,77,57.1,11,21,52.4,12,16,75.0,10,38,48,34,8,11,20,19,16
BKN,BKN @ BOS,04/10/2013,W,240,101,34,74,45.9,8,19,42.1,25,28,89.3,9,30,39,19,8,3,14,21,8
MIL,MIL @ ORL,04/10/2013,L,265,103,39,101,38.6,8,28,28.6,17,26,65.4,15,41,56,26,7,11,13,16,-10
BOS,BOS vs. BKN,04/10/2013,L,240,93,37,81,45.7,6,16,37.5,13,17,76.5,10,27,37,20,4,2,13,21,-8
CHA,CHA @ MEM,04/09/2013,L,240,75,30,80,37.5,2,14,14.3,13,18,72.2,11,33,44,13,2,6,12,17,-19
CHI,CHI vs. TOR,04/09/2013,L,240,98,37,86,43.0,10,17,58.8,14,20,70.0,13,27,40,24,3,2,10,21,-3
NOH,NOH @ LAL,04/09/2013,L,240,96,37,84,44.0,5,20,25.0,17,18,94.4,8,28,36,23,7,4,16,24,-8
UTA,UTA vs. OKC,04/09/2013,L,240,80,31,79,39.2,7,25,28.0,11,14,78.6,6,37,43,22,6,8,17,19,-10
MIA,MIA vs. MIL,04/09/2013,W,240,94,38,88,43.2,8,35,22.9,10,10,100,14,35,49,22,12,3,18,13,11
MIL,MIL @ MIA,04/09/2013,L,240,83,33,75,44.0,9,25,36.0,8,14,57.1,5,32,37,19,13,2,20,15,-11
OKC,OKC @ UTA,04/09/2013,W,240,90,32,81,39.5,9,21,42.9,17,18,94.4,10,36,46,18,12,7,11,19,10
HOU,HOU vs. PHX,04/09/2013,W,240,101,37,86,43.0,6,30,20.0,21,24,87.5,15,29,44,19,11,5,18,16,3
PHX,PHX @ HOU,04/09/2013,L,240,98,38,86,44.2,7,12,58.3,15,19,78.9,11,30,41,24,9,5,19,20,-3
MEM,MEM vs. CHA,04/09/2013,W,240,94,39,82,47.6,3,13,23.1,13,20,65.0,12,36,48,17,6,7,7,16,19
CLE,CLE @ IND,04/09/2013,L,240,94,39,85,45.9,3,10,30.0,13,15,86.7,14,25,39,18,5,7,17,29,-5
IND,IND vs. CLE,04/09/2013,W,240,99,32,79,40.5,4,16,25.0,31,46,67.4,18,27,45,13,14,6,14,14,5
TOR,TOR @ CHI,04/09/2013,W,240,101,37,72,51.4,7,18,38.9,20,24,83.3,3,30,33,22,6,3,8,21,3
LAL,LAL vs. NOH,04/09/2013,W,240,104,40,79,50.6,7,25,28.0,17,22,77.3,9,33,42,26,9,8,16,16,8
MIN,MIN @ GSW,04/09/2013,L,240,89,33,90,36.7,7,19,36.8,16,20,80.0,6,38,44,29,6,6,10,18,-16
GSW,GSW vs. MIN,04/09/2013,W,240,105,39,91,42.9,10,24,41.7,17,22,77.3,12,48,60,24,7,6,13,19,16
WAS,WAS @ NYK,04/09/2013,L,240,99,35,77,45.5,8,20,40.0,21,30,70.0,11,27,38,18,6,2,13,14,-21
NYK,NYK vs. WAS,04/09/2013,W,240,120,45,80,56.3,20,36,55.6,10,14,71.4,5,34,39,26,7,3,13,24,21
BKN,BKN vs. PHI,04/09/2013,W,240,104,42,93,45.2,5,20,25.0,15,23,65.2,24,43,67,16,7,7,10,16,21
PHI,PHI @ BKN,04/09/2013,L,240,83,30,80,37.5,7,14,50.0,16,20,80.0,8,26,34,16,6,2,7,17,-21
DAL,DAL @ POR,04/07/2013,W,240,96,42,90,46.7,3,13,23.1,9,12,75.0,13,35,48,28,9,7,12,11,5
BOS,BOS vs. WAS,04/07/2013,W,240,107,43,77,55.8,4,11,36.4,17,21,81.0,6,32,38,26,11,2,17,19,11
WAS,WAS @ BOS,04/07/2013,L,240,96,39,88,44.3,10,26,38.5,8,12,66.7,12,24,36,23,8,6,17,17,-11
POR,POR vs. DAL,04/07/2013,L,240,91,37,80,46.3,4,22,18.2,13,16,81.3,6,33,39,23,8,3,14,16,-5
DET,DET vs. CHI,04/07/2013,W,240,99,39,73,53.4,9,18,50.0,12,17,70.6,8,32,40,25,6,2,14,23,14
CHI,CHI @ DET,04/07/2013,L,240,85,33,73,45.2,3,15,20.0,16,25,64.0,8,25,33,20,7,5,11,18,-14
NYK,NYK @ OKC,04/07/2013,W,240,125,46,93,49.5,15,34,44.1,18,24,75.0,19,22,41,22,5,4,6,19,5
ORL,ORL @ CLE,04/07/2013,L,240,85,34,90,37.8,1,13,7.7,16,22,72.7,19,34,53,21,9,7,14,17,-6
CLE,CLE vs. ORL,04/07/2013,W,240,91,32,89,36.0,7,17,41.2,20,24,83.3,17,35,52,24,7,8,14,18,6
OKC,OKC vs. NYK,04/07/2013,L,240,120,45,78,57.7,9,17,52.9,21,25,84.0,10,27,37,23,5,11,13,22,-5
LAL,LAL @ LAC,04/07/2013,L,240,95,33,76,43.4,7,24,29.2,22,30,73.3,10,26,36,25,6,5,11,14,-14
LAC,LAC vs. LAL,04/07/2013,W,240,109,42,84,50.0,8,21,38.1,17,21,81.0,16,34,50,26,6,1,10,22,14
NOH,NOH @ PHX,04/07/2013,W,240,95,32,80,40.0,4,15,26.7,27,29,93.1,15,33,48,19,7,6,16,25,3
PHX,PHX vs. NOH,04/07/2013,L,240,92,34,80,42.5,7,21,33.3,17,19,89.5,9,29,38,20,8,4,16,24,-3
UTA,UTA @ GSW,04/07/2013,W,240,97,40,88,45.5,11,25,44.0,6,7,85.7,13,29,42,29,10,6,13,14,7
GSW,GSW vs. UTA,04/07/2013,L,240,90,35,74,47.3,7,17,41.2,13,18,72.2,8,33,41,21,5,2,17,15,-7
MEM,MEM @ SAC,04/07/2013,W,240,89,32,73,43.8,3,7,42.9,22,29,75.9,8,37,45,17,9,12,16,25,2
SAC,SAC vs. MEM,04/07/2013,L,240,87,29,81,35.8,7,25,28.0,22,28,78.6,10,31,41,18,9,4,15,24,-2
BKN,BKN vs. CHA,04/06/2013,W,240,105,39,80,48.8,5,21,23.8,22,30,73.3,11,29,40,17,8,7,9,17,9
IND,IND @ WAS,04/06/2013,L,240,85,35,86,40.7,3,20,15.0,12,15,80.0,10,37,47,17,2,1,15,21,-19
SAS,SAS vs. ATL,04/06/2013,W,240,99,36,80,45.0,3,15,20.0,24,29,82.8,9,40,49,24,5,12,15,21,2
ATL,ATL @ SAS,04/06/2013,L,240,97,35,83,42.2,5,12,41.7,22,25,88.0,9,29,38,23,10,2,13,23,-2
MIA,MIA vs. PHI,04/06/2013,W,240,106,40,83,48.2,14,25,56.0,12,14,85.7,11,37,48,25,5,3,11,16,19
PHI,PHI @ MIA,04/06/2013,L,240,87,33,82,40.2,6,20,30.0,15,20,75.0,12,29,41,12,6,2,11,14,-19
CHA,CHA @ BKN,04/06/2013,L,240,96,36,80,45.0,7,21,33.3,17,23,73.9,13,30,43,18,4,6,16,24,-9
TOR,TOR @ MIL,04/06/2013,L,240,83,30,83,36.1,3,10,30.0,20,23,87.0,8,27,35,18,9,4,18,21,-17
MIL,MIL vs. TOR,04/06/2013,W,240,100,36,76,47.4,6,19,31.6,22,29,75.9,9,31,40,27,11,12,15,22,17
WAS,WAS vs. IND,04/06/2013,W,240,104,39,79,49.4,4,12,33.3,22,31,71.0,6,35,41,19,10,7,9,22,19
DEN,DEN vs. HOU,04/06/2013,W,240,132,54,99,54.5,11,25,44.0,13,21,61.9,13,33,46,40,12,4,11,26,18
DET,DET @ MIN,04/06/2013,L,240,101,40,75,53.3,6,15,40.0,15,21,71.4,11,30,41,22,10,6,24,25,-6
MIN,MIN vs. DET,04/06/2013,W,240,107,36,83,43.4,6,14,42.9,29,38,76.3,15,23,38,23,16,6,15,20,6
HOU,HOU @ DEN,04/06/2013,L,240,114,39,83,47.0,14,34,41.2,22,32,68.8,11,30,41,30,5,10,19,22,-18
IND,IND vs. OKC,04/05/2013,L,240,75,27,72,37.5,2,21,9.5,19,24,79.2,9,22,31,13,6,3,11,19,-22
PHX,PHX vs. GSW,04/05/2013,L,240,107,44,72,61.1,5,14,35.7,14,17,82.4,7,29,36,19,6,5,22,17,-4
CLE,CLE @ BOS,04/05/2013,W,240,97,36,89,40.4,3,13,23.1,22,26,84.6,15,43,58,16,5,7,16,20,6
BOS,BOS vs. CLE,04/05/2013,L,240,91,36,89,40.4,6,22,27.3,13,22,59.1,10,32,42,23,7,7,12,24,-6
NOH,NOH @ UTA,04/05/2013,L,240,83,32,77,41.6,2,12,16.7,17,20,85.0,13,27,40,13,7,5,17,20,-12
MEM,MEM @ LAL,04/05/2013,L,240,84,38,86,44.2,3,14,21.4,5,7,71.4,8,28,36,24,12,4,8,16,-2
CHA,CHA vs. MIA,04/05/2013,L,240,79,28,88,31.8,3,16,18.8,20,22,90.9,23,23,46,13,11,4,13,11,-10
TOR,TOR @ MIN,04/05/2013,W,240,95,40,85,47.1,4,15,26.7,11,16,68.8,11,29,40,18,6,6,14,26,2
MIN,MIN vs. TOR,04/05/2013,L,240,93,30,67,44.8,3,15,20.0,30,40,75.0,7,33,40,23,9,3,14,17,-2
POR,POR vs. HOU,04/05/2013,L,240,98,38,91,41.8,2,20,10.0,20,24,83.3,14,30,44,23,8,2,13,21,-18
SAC,SAC vs. DAL,04/05/2013,L,240,108,39,87,44.8,6,26,23.1,24,31,77.4,12,33,45,20,5,1,12,16,-9
LAL,LAL vs. MEM,04/05/2013,W,240,86,34,74,45.9,5,20,25.0,13,18,72.2,8,35,43,22,5,2,18,17,2
ORL,ORL @ CHI,04/05/2013,L,240,86,34,80,42.5,4,10,40.0,14,17,82.4,10,35,45,18,6,7,13,15,-1
CHI,CHI vs. ORL,04/05/2013,W,240,87,33,82,40.2,8,20,40.0,13,14,92.9,9,28,37,19,10,6,12,12,1
UTA,UTA vs. NOH,04/05/2013,W,240,95,39,77,50.6,11,26,42.3,6,11,54.5,9,26,35,28,10,8,16,25,12
