Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
NOH,NOH @ WAS,03/15/2013,L,240,87,35,80,43.8,3,19,15.8,14,19,73.7,11,29,40,15,6,0,11,21,-9
MIA,MIA @ MIL,03/15/2013,W,240,107,41,79,51.9,7,15,46.7,18,22,81.8,8,33,41,24,7,5,12,13,13
DEN,DEN vs. MEM,03/15/2013,W,240,87,35,77,45.5,1,12,8.3,16,22,72.7,13,29,42,18,8,10,17,17,7
MEM,MEM @ DEN,03/15/2013,L,240,80,30,85,35.3,4,12,33.3,16,19,84.2,20,27,47,16,8,5,17,22,-7
NYK,NYK @ POR,03/14/2013,L,240,90,36,82,43.9,7,25,28.0,11,17,64.7,11,29,40,20,10,2,12,21,-15
POR,POR vs. NYK,03/14/2013,W,240,105,40,78,51.3,10,28,35.7,15,21,71.4,9,35,44,24,8,6,14,16,15
DAL,DAL @ SAS,03/14/2013,L,240,91,37,83,44.6,8,19,42.1,9,10,90.0,6,29,35,21,10,10,13,23,-1
SAS,SAS vs. DAL,03/14/2013,W,240,92,37,84,44.0,5,13,38.5,13,17,76.5,11,38,49,31,7,4,16,10,1
UTA,UTA @ OKC,03/13/2013,L,240,87,28,80,35.0,5,15,33.3,26,33,78.8,13,22,35,21,13,6,20,25,-23
MIL,MIL @ WAS,03/13/2013,L,240,93,39,85,45.9,6,18,33.3,9,12,75.0,11,33,44,23,8,4,15,22,-13
WAS,WAS vs. MIL,03/13/2013,W,240,106,43,86,50.0,8,16,50.0,12,24,50.0,13,35,48,25,8,0,13,17,13
OKC,OKC vs. UTA,03/13/2013,W,240,110,37,69,53.6,7,16,43.8,29,33,87.9,11,37,48,20,9,7,25,27,23
ATL,ATL vs. LAL,03/13/2013,W,240,96,37,79,46.8,8,22,36.4,14,21,66.7,9,43,52,22,1,2,13,17,4
LAL,LAL @ ATL,03/13/2013,L,240,92,36,92,39.1,8,29,27.6,12,16,75.0,12,33,45,17,6,1,8,21,-4
SAC,SAC vs. CHI,03/13/2013,W,240,121,45,83,54.2,9,23,39.1,22,26,84.6,7,33,40,17,9,3,5,16,42
DET,DET @ GSW,03/13/2013,L,240,97,40,89,44.9,5,17,29.4,12,14,85.7,14,24,38,26,6,0,10,22,-8
GSW,GSW vs. DET,03/13/2013,W,240,105,41,72,56.9,8,18,44.4,15,25,60.0,11,31,42,27,5,9,13,15,8
MIA,MIA @ PHI,03/13/2013,W,240,98,35,75,46.7,5,20,25.0,23,27,85.2,10,29,39,25,7,6,13,10,4
CHI,CHI @ SAC,03/13/2013,L,240,79,32,83,38.6,2,21,9.5,13,15,86.7,12,27,39,19,2,3,17,19,-42
TOR,TOR @ BOS,03/13/2013,L,240,88,34,79,43.0,3,13,23.1,17,19,89.5,7,27,34,17,11,6,18,23,-24
MEM,MEM @ LAC,03/13/2013,W,240,96,37,68,54.4,6,12,50.0,16,21,76.2,10,21,31,20,8,3,13,25,11
BOS,BOS vs. TOR,03/13/2013,W,240,112,39,76,51.3,6,15,40.0,28,35,80.0,6,34,40,29,11,7,14,19,24
PHI,PHI vs. MIA,03/13/2013,L,240,94,40,85,47.1,7,18,38.9,7,12,58.3,13,27,40,29,10,3,13,22,-4
HOU,HOU vs. PHX,03/13/2013,W,240,111,39,76,51.3,10,21,47.6,23,30,76.7,11,35,46,26,10,5,23,12,30
NYK,NYK @ DEN,03/13/2013,L,240,94,34,79,43.0,11,28,39.3,15,22,68.2,7,26,33,22,7,9,19,25,-23
DEN,DEN vs. NYK,03/13/2013,W,240,117,41,84,48.8,9,21,42.9,26,37,70.3,18,35,53,22,11,8,15,18,23
PHX,PHX @ HOU,03/13/2013,L,240,81,34,81,42.0,6,21,28.6,7,10,70.0,5,24,29,20,13,7,22,20,-30
IND,IND vs. MIN,03/13/2013,W,240,107,41,82,50.0,9,25,36.0,16,26,61.5,15,34,49,22,8,6,12,26,16
MIN,MIN @ IND,03/13/2013,L,240,91,35,80,43.8,6,19,31.6,15,18,83.3,10,26,36,19,4,4,12,26,-16
LAC,LAC vs. MEM,03/13/2013,L,240,85,31,72,43.1,6,26,23.1,17,18,94.4,13,21,34,22,5,4,14,22,-11
WAS,WAS @ CLE,03/12/2013,L,240,90,31,76,40.8,5,17,29.4,23,28,82.1,11,35,46,20,4,5,14,22,-5
MEM,MEM @ POR,03/12/2013,W,240,102,39,76,51.3,3,11,27.3,21,31,67.7,9,28,37,31,10,7,11,24,5
POR,POR vs. MEM,03/12/2013,L,240,97,32,79,40.5,5,16,31.3,28,29,96.6,14,32,46,17,6,6,16,23,-5
ATL,ATL @ MIA,03/12/2013,L,240,81,33,78,42.3,5,22,22.7,10,14,71.4,10,33,43,19,11,1,24,25,-17
LAL,LAL @ ORL,03/12/2013,W,240,106,34,73,46.6,9,25,36.0,29,47,61.7,7,34,41,20,8,5,10,16,9
DAL,DAL @ MIL,03/12/2013,W,240,115,41,82,50.0,11,29,37.9,22,27,81.5,3,38,41,23,5,5,10,19,7
MIL,MIL vs. DAL,03/12/2013,L,240,108,43,89,48.3,8,21,38.1,14,17,82.4,7,35,42,30,8,6,9,22,-7
MIA,MIA vs. ATL,03/12/2013,W,240,98,35,82,42.7,6,20,30.0,22,30,73.3,14,31,45,27,14,4,16,14,17
ORL,ORL vs. LAL,03/12/2013,L,240,97,37,93,39.8,10,32,31.3,13,17,76.5,13,31,44,18,5,4,14,35,-9
MIN,MIN vs. SAS,03/12/2013,W,240,107,44,82,53.7,12,20,60.0,7,18,38.9,11,38,49,30,6,11,16,21,24
SAS,SAS @ MIN,03/12/2013,L,240,83,29,82,35.4,9,29,31.0,16,18,88.9,8,31,39,19,9,4,17,21,-24
NOH,NOH @ BKN,03/12/2013,L,240,98,40,78,51.3,5,16,31.3,13,15,86.7,11,20,31,23,6,9,13,25,-10
BKN,BKN vs. NOH,03/12/2013,W,240,108,40,80,50.0,5,16,31.3,23,31,74.2,19,23,42,17,8,4,12,14,10
CHA,CHA vs. BOS,03/12/2013,W,240,100,35,77,45.5,6,17,35.3,24,30,80.0,16,32,48,20,8,3,11,18,26
BOS,BOS @ CHA,03/12/2013,L,240,74,27,66,40.9,4,13,30.8,16,25,64.0,6,23,29,15,4,4,13,21,-26
CLE,CLE vs. WAS,03/12/2013,W,240,95,34,83,41.0,8,26,30.8,19,25,76.0,14,34,48,24,8,2,11,25,5
SAS,SAS vs. OKC,03/11/2013,W,240,105,43,82,52.4,8,21,38.1,11,14,78.6,9,26,35,25,7,1,12,20,12
OKC,OKC @ SAS,03/11/2013,L,240,93,33,77,42.9,6,17,35.3,21,24,87.5,13,30,43,16,5,7,19,18,-12
DET,DET @ UTA,03/11/2013,L,240,90,34,80,42.5,7,20,35.0,15,18,83.3,6,24,30,14,5,5,7,15,-13
GSW,GSW vs. NYK,03/11/2013,W,240,92,32,78,41.0,11,20,55.0,17,24,70.8,13,46,59,16,7,4,14,25,29
NYK,NYK @ GSW,03/11/2013,L,240,63,20,73,27.4,5,27,18.5,18,28,64.3,11,31,42,12,7,2,13,27,-29
DEN,DEN @ PHX,03/11/2013,W,240,108,44,86,51.2,3,12,25.0,17,25,68.0,14,31,45,25,12,2,14,16,15
PHX,PHX vs. DEN,03/11/2013,L,240,93,35,84,41.7,6,20,30.0,17,22,77.3,12,31,43,25,11,5,19,21,-15
BKN,BKN @ PHI,03/11/2013,L,240,97,40,81,49.4,6,19,31.6,11,16,68.8,11,29,40,28,3,3,11,19,-9
PHI,PHI vs. BKN,03/11/2013,W,240,106,40,76,52.6,8,15,53.3,18,27,66.7,9,26,35,31,5,4,7,15,9
UTA,UTA vs. DET,03/11/2013,W,240,103,42,81,51.9,6,16,37.5,13,15,86.7,11,36,47,26,5,9,11,14,13
PHI,PHI @ ORL,03/10/2013,L,240,91,40,86,46.5,5,12,41.7,6,10,60.0,8,30,38,26,9,6,12,13,-8
OKC,OKC vs. BOS,03/10/2013,W,240,91,30,68,44.1,4,16,25.0,27,33,81.8,3,38,41,21,9,6,15,22,12
SAC,SAC vs. MIL,03/10/2013,L,240,113,44,94,46.8,6,22,27.3,19,25,76.0,10,33,43,23,7,3,10,25,-2
MIL,MIL @ SAC,03/10/2013,W,240,115,40,87,46.0,7,19,36.8,28,38,73.7,11,33,44,22,6,8,9,24,2
NOH,NOH vs. POR,03/10/2013,W,240,98,40,86,46.5,11,20,55.0,7,9,77.8,19,29,48,25,9,4,14,11,2
POR,POR @ NOH,03/10/2013,L,240,96,37,76,48.7,11,25,44.0,11,12,91.7,6,24,30,20,8,1,11,10,-2
IND,IND @ MIA,03/10/2013,L,240,91,26,63,41.3,10,27,37.0,29,34,85.3,6,27,33,14,8,1,18,23,-14
BOS,BOS @ OKC,03/10/2013,L,240,79,29,77,37.7,7,20,35.0,14,20,70.0,10,34,44,17,5,5,19,23,-12
CHI,CHI @ LAL,03/10/2013,L,240,81,33,89,37.1,4,16,25.0,11,12,91.7,18,28,46,17,8,4,13,17,-9
LAL,LAL vs. CHI,03/10/2013,W,240,90,39,86,45.3,5,26,19.2,7,14,50.0,19,31,50,21,5,9,13,16,9
ORL,ORL vs. PHI,03/10/2013,W,240,99,41,83,49.4,12,27,44.4,5,7,71.4,5,36,41,28,4,9,16,14,8
MIA,MIA vs. IND,03/10/2013,W,240,105,38,68,55.9,7,14,50.0,22,31,71.0,4,24,28,20,10,5,12,29,14
LAC,LAC vs. DET,03/10/2013,W,240,129,50,80,62.5,14,28,50.0,15,25,60.0,6,29,35,37,13,4,14,28,32
CLE,CLE @ TOR,03/10/2013,L,240,96,36,86,41.9,7,21,33.3,17,27,63.0,10,35,45,20,6,2,13,29,-4
TOR,TOR vs. CLE,03/10/2013,W,240,100,33,84,39.3,8,23,34.8,26,34,76.5,9,38,47,22,9,5,11,22,4
DET,DET @ LAC,03/10/2013,L,240,97,30,64,46.9,11,23,47.8,26,42,61.9,9,19,28,25,5,4,17,21,-32
MIN,MIN vs. DAL,03/10/2013,L,240,77,32,88,36.4,2,18,11.1,11,14,78.6,8,32,40,21,6,4,9,18,-23
DAL,DAL @ MIN,03/10/2013,W,240,100,42,92,45.7,8,21,38.1,8,10,80.0,15,44,59,27,7,5,12,15,23
CHA,CHA @ WAS,03/09/2013,L,240,87,32,79,40.5,5,15,33.3,18,23,78.3,7,25,32,19,8,2,13,21,-17
WAS,WAS vs. CHA,03/09/2013,W,240,104,35,70,50.0,10,18,55.6,24,32,75.0,9,36,45,23,6,5,16,26,17
DEN,DEN vs. MIN,03/09/2013,W,240,111,42,78,53.8,9,17,52.9,18,22,81.8,6,37,43,23,13,8,19,21,23
MIN,MIN @ DEN,03/09/2013,L,240,88,35,84,41.7,5,18,27.8,13,19,68.4,10,30,40,23,5,7,23,21,-23
NOH,NOH @ MEM,03/09/2013,L,240,85,34,79,43.0,2,12,16.7,15,17,88.2,11,31,42,17,4,1,12,19,-11
MEM,MEM vs. NOH,03/09/2013,W,240,96,38,81,46.9,4,13,30.8,16,20,80.0,14,29,43,21,7,11,10,16,11
UTA,UTA @ NYK,03/09/2013,L,240,84,30,78,38.5,8,26,30.8,16,21,76.2,11,29,40,13,4,2,20,23,-29
NYK,NYK vs. UTA,03/09/2013,W,240,113,38,75,50.7,13,32,40.6,24,30,80.0,8,31,39,21,11,3,12,19,29
MIL,MIL @ GSW,03/09/2013,W,240,103,38,78,48.7,13,28,46.4,14,19,73.7,6,36,42,29,8,5,15,20,10
GSW,GSW vs. MIL,03/09/2013,L,240,93,37,82,45.1,6,15,40.0,13,20,65.0,12,35,47,21,4,1,17,21,-10
ATL,ATL vs. BKN,03/09/2013,L,240,80,32,77,41.6,5,18,27.8,11,16,68.8,13,31,44,20,3,2,17,20,-13
BKN,BKN @ ATL,03/09/2013,W,240,93,36,83,43.4,6,23,26.1,15,22,68.2,9,34,43,20,12,6,9,15,13
HOU,HOU @ PHX,03/09/2013,L,240,105,37,86,43.0,19,41,46.3,12,18,66.7,15,24,39,22,10,5,21,24,-2
PHX,PHX vs. HOU,03/09/2013,W,240,107,37,82,45.1,8,18,44.4,25,39,64.1,17,30,47,18,13,4,17,20,2
PHI,PHI @ MIA,03/08/2013,L,240,93,37,77,48.1,10,21,47.6,9,11,81.8,6,27,33,22,10,3,17,20,-9
MIA,MIA vs. PHI,03/08/2013,W,240,102,42,79,53.2,8,21,38.1,10,13,76.9,10,29,39,23,10,7,15,9,9
BKN,BKN vs. WAS,03/08/2013,W,240,95,32,81,39.5,12,27,44.4,19,33,57.6,18,43,61,14,4,2,19,19,17
WAS,WAS @ BKN,03/08/2013,L,240,78,32,90,35.6,3,17,17.6,11,17,64.7,14,30,44,18,10,8,11,28,-17
MEM,MEM @ CLE,03/08/2013,W,240,103,45,86,52.3,4,11,36.4,9,11,81.8,9,28,37,30,10,6,14,15,11
CLE,CLE vs. MEM,03/08/2013,L,240,92,33,72,45.8,6,14,42.9,20,26,76.9,7,26,33,19,5,7,16,17,-11
ATL,ATL @ BOS,03/08/2013,L,265,102,40,88,45.5,9,27,33.3,13,17,76.5,10,31,41,32,7,3,15,17,-5
UTA,UTA @ CHI,03/08/2013,L,240,88,37,81,45.7,2,10,20.0,12,18,66.7,17,29,46,18,6,11,14,22,-1
CHI,CHI vs. UTA,03/08/2013,W,240,89,30,81,37.0,4,17,23.5,25,30,83.3,21,29,50,19,8,1,13,16,1
BOS,BOS vs. ATL,03/08/2013,W,265,107,40,78,51.3,10,20,50.0,17,20,85.0,2,33,35,23,9,3,16,17,5
OKC,OKC @ CHA,03/08/2013,W,240,116,46,81,56.8,12,24,50.0,12,16,75.0,12,37,49,28,5,8,12,19,22
CHA,CHA vs. OKC,03/08/2013,L,240,94,35,85,41.2,7,23,30.4,17,25,68.0,14,23,37,25,3,6,9,15,-22
POR,POR @ SAS,03/08/2013,W,240,136,53,86,61.6,13,21,61.9,17,21,81.0,8,30,38,27,8,6,10,17,30
ORL,ORL vs. IND,03/08/2013,L,240,86,32,82,39.0,5,15,33.3,17,19,89.5,12,26,38,16,8,5,21,22,-29
PHX,PHX @ SAC,03/08/2013,L,240,112,43,90,47.8,7,23,30.4,19,23,82.6,12,26,38,33,9,6,13,17,-9
SAC,SAC vs. PHX,03/08/2013,W,240,121,45,82,54.9,13,27,48.1,18,21,85.7,6,32,38,30,8,4,16,21,9
DAL,DAL @ DET,03/08/2013,W,240,102,41,78,52.6,11,22,50.0,9,15,60.0,4,37,41,29,6,5,12,15,3
DET,DET vs. DAL,03/08/2013,L,240,99,39,96,40.6,9,30,30.0,12,19,63.2,18,34,52,19,7,3,11,20,-3
HOU,HOU @ GSW,03/08/2013,W,240,94,27,74,36.5,15,35,42.9,25,34,73.5,7,38,45,21,11,2,15,17,6
GSW,GSW vs. HOU,03/08/2013,L,240,88,33,87,37.9,9,21,42.9,13,20,65.0,12,39,51,18,6,4,16,25,-6
IND,IND @ ORL,03/08/2013,W,240,115,43,83,51.8,11,19,57.9,18,23,78.3,13,32,45,33,5,9,13,19,29
TOR,TOR @ LAL,03/08/2013,L,265,116,48,93,51.6,8,22,36.4,12,16,75.0,7,36,43,32,8,6,17,27,-2
LAL,LAL vs. TOR,03/08/2013,W,265,118,39,91,42.9,14,39,35.9,26,36,72.2,14,33,47,23,10,5,13,14,2
SAS,SAS vs. POR,03/08/2013,L,240,106,44,84,52.4,6,19,31.6,12,15,80.0,7,22,29,22,5,3,12,17,-30
NYK,NYK vs. OKC,03/07/2013,L,240,94,35,86,40.7,10,31,32.3,14,14,100,12,26,38,10,10,3,14,21,-1
OKC,OKC @ NYK,03/07/2013,W,240,95,31,70,44.3,8,21,38.1,25,29,86.2,7,35,42,16,8,8,16,17,1
LAC,LAC @ DEN,03/07/2013,L,240,92,36,85,42.4,7,22,31.8,13,16,81.3,10,26,36,21,5,3,11,17,-15
DEN,DEN vs. LAC,03/07/2013,W,240,107,43,77,55.8,11,23,47.8,10,12,83.3,7,31,38,33,7,10,13,17,15
LAC,LAC vs. MIL,03/06/2013,W,240,117,47,87,54.0,12,29,41.4,11,14,78.6,9,33,42,33,10,9,11,15,16
MIA,MIA vs. ORL,03/06/2013,W,240,97,32,74,43.2,6,28,21.4,27,31,87.1,7,26,33,20,11,7,16,17,1
MIL,MIL @ LAC,03/06/2013,L,240,101,38,79,48.1,13,29,44.8,12,15,80.0,5,29,34,29,6,1,14,14,-16
ATL,ATL vs. PHI,03/06/2013,W,240,107,43,80,53.8,11,24,45.8,10,17,58.8,7,31,38,28,5,5,14,17,11
UTA,UTA @ CLE,03/06/2013,L,240,101,38,87,43.7,9,19,47.4,16,19,84.2,8,30,38,26,7,11,15,23,-3
ORL,ORL @ MIA,03/06/2013,L,240,96,40,89,44.9,6,28,21.4,10,12,83.3,15,30,45,26,10,3,18,30,-1
CLE,CLE vs. UTA,03/06/2013,W,240,104,37,90,41.1,7,16,43.8,23,29,79.3,16,33,49,23,6,12,12,18,3
DET,DET vs. NYK,03/06/2013,L,240,77,32,74,43.2,7,20,35.0,6,10,60.0,8,28,36,23,8,6,20,14,-10
NYK,NYK @ DET,03/06/2013,W,240,87,31,75,41.3,13,35,37.1,12,15,80.0,14,34,48,23,11,5,21,15,10
DAL,DAL vs. HOU,03/06/2013,W,240,112,45,83,54.2,11,26,42.3,11,14,78.6,5,28,33,35,5,3,11,22,4
HOU,HOU @ DAL,03/06/2013,L,240,108,35,78,44.9,12,32,37.5,26,33,78.8,8,32,40,22,5,5,13,18,-4
PHI,PHI @ ATL,03/06/2013,L,240,96,37,86,43.0,6,17,35.3,16,21,76.2,15,33,48,30,8,2,15,15,-11
BOS,BOS @ IND,03/06/2013,W,240,83,34,83,41.0,7,17,41.2,8,9,88.9,9,38,47,18,9,8,13,19,2
IND,IND vs. BOS,03/06/2013,L,240,81,32,88,36.4,6,27,22.2,11,14,78.6,16,34,50,12,9,11,14,13,-2
LAL,LAL @ NOH,03/06/2013,W,240,108,38,78,48.7,11,28,39.3,21,29,72.4,6,30,36,26,9,6,11,17,6
CHA,CHA vs. BKN,03/06/2013,L,240,78,32,84,38.1,4,18,22.2,10,15,66.7,6,23,29,21,8,3,14,21,-21
BKN,BKN @ CHA,03/06/2013,W,240,99,34,67,50.7,13,27,48.1,18,22,81.8,6,43,49,23,7,10,25,16,21
MEM,MEM vs. POR,03/06/2013,W,240,91,38,87,43.7,4,12,33.3,11,18,61.1,16,36,52,20,5,6,9,22,6
POR,POR @ MEM,03/06/2013,L,240,85,31,76,40.8,6,20,30.0,17,28,60.7,7,31,38,19,6,4,9,18,-6
CHI,CHI @ SAS,03/06/2013,L,240,83,33,90,36.7,9,20,45.0,8,8,100,14,27,41,23,9,5,8,15,-18
SAS,SAS vs. CHI,03/06/2013,W,240,101,40,74,54.1,8,14,57.1,13,18,72.2,5,42,47,22,7,7,13,9,18
MIN,MIN vs. WAS,03/06/2013,W,240,87,31,76,40.8,4,14,28.6,21,31,67.7,9,25,34,16,11,1,14,14,5
SAC,SAC @ GSW,03/06/2013,L,240,83,33,83,39.8,8,24,33.3,9,12,75.0,6,34,40,28,12,4,15,24,-4
GSW,GSW vs. SAC,03/06/2013,W,240,87,27,75,36.0,8,23,34.8,25,29,86.2,6,40,46,19,9,4,18,14,4
WAS,WAS @ MIN,03/06/2013,L,240,82,29,65,44.6,6,19,31.6,18,22,81.8,6,38,44,17,6,5,24,29,-5
TOR,TOR @ PHX,03/06/2013,W,240,98,37,77,48.1,11,24,45.8,13,15,86.7,7,33,40,24,11,4,21,17,27
PHX,PHX vs. TOR,03/06/2013,L,240,71,28,74,37.8,7,23,30.4,8,15,53.3,11,29,40,21,11,3,29,18,-27
NOH,NOH vs. LAL,03/06/2013,L,240,102,38,88,43.2,9,24,37.5,17,20,85.0,15,37,52,24,5,8,18,23,-6
SAC,SAC vs. DEN,03/05/2013,L,240,113,39,85,45.9,12,31,38.7,23,28,82.1,14,29,43,23,5,7,18,23,-7
DEN,DEN @ SAC,03/05/2013,W,240,120,46,85,54.1,8,16,50.0,20,32,62.5,13,27,40,30,12,6,12,26,7
BOS,BOS @ PHI,03/05/2013,W,240,109,42,83,50.6,11,19,57.9,14,16,87.5,12,37,49,34,7,5,22,16,8
PHI,PHI vs. BOS,03/05/2013,L,240,101,41,100,41.0,5,21,23.8,14,18,77.8,19,26,45,24,14,3,14,18,-8
LAL,LAL @ OKC,03/05/2013,L,240,105,31,77,40.3,12,29,41.4,31,40,77.5,16,30,46,11,0,1,16,21,-17
OKC,OKC vs. LAL,03/05/2013,W,240,122,46,96,47.9,8,23,34.8,22,24,91.7,14,28,42,20,10,5,2,27,17
ORL,ORL @ NOH,03/04/2013,W,240,105,43,87,49.4,7,21,33.3,12,16,75.0,11,29,40,26,8,3,8,20,3
TOR,TOR @ GSW,03/04/2013,L,240,118,41,94,43.6,9,26,34.6,27,35,77.1,19,28,47,16,6,5,14,26,-7
GSW,GSW vs. TOR,03/04/2013,W,240,125,47,82,57.3,8,17,47.1,23,28,82.1,6,32,38,33,3,4,14,27,7
POR,POR vs. CHA,03/04/2013,W,240,122,49,82,59.8,12,24,50.0,12,17,70.6,11,30,41,29,3,9,11,16,17
CHA,CHA @ POR,03/04/2013,L,240,105,45,97,46.4,1,10,10.0,14,18,77.8,21,23,44,21,5,2,8,16,-17
DEN,DEN vs. ATL,03/04/2013,W,240,104,46,86,53.5,5,15,33.3,7,9,77.8,12,36,48,30,10,6,17,19,16
ATL,ATL @ DEN,03/04/2013,L,240,88,36,89,40.4,7,24,29.2,9,11,81.8,10,25,35,20,4,8,15,11,-16
NYK,NYK @ CLE,03/04/2013,W,240,102,36,78,46.2,12,30,40.0,18,21,85.7,12,28,40,23,9,5,16,18,5
CLE,CLE vs. NYK,03/04/2013,L,240,97,37,73,50.7,6,20,30.0,17,24,70.8,6,25,31,25,9,2,15,18,-5
MIN,MIN vs. MIA,03/04/2013,L,240,81,33,88,37.5,5,20,25.0,10,15,66.7,15,24,39,23,14,3,19,18,-16
MIA,MIA @ MIN,03/04/2013,W,240,97,38,74,51.4,5,21,23.8,16,19,84.2,9,39,48,22,11,5,24,15,16
NOH,NOH vs. ORL,03/04/2013,L,240,102,37,80,46.3,8,21,38.1,20,26,76.9,11,29,40,21,1,10,12,21,-3
MIL,MIL vs. UTA,03/04/2013,W,265,109,45,95,47.4,10,24,41.7,9,13,69.2,12,30,42,29,13,10,17,23,1
UTA,UTA @ MIL,03/04/2013,L,265,108,40,99,40.4,4,13,30.8,24,31,77.4,23,36,59,18,14,2,21,17,-1
WAS,WAS vs. PHI,03/03/2013,W,240,90,34,80,42.5,6,15,40.0,16,21,76.2,13,37,50,23,2,7,16,20,3
PHI,PHI @ WAS,03/03/2013,L,240,87,33,85,38.8,6,19,31.6,15,20,75.0,9,33,42,20,8,3,9,19,-3
OKC,OKC @ LAC,03/03/2013,W,240,108,38,80,47.5,7,21,33.3,25,34,73.5,14,24,38,23,12,5,15,22,4
LAC,LAC vs. OKC,03/03/2013,L,240,104,38,82,46.3,9,24,37.5,19,22,86.4,13,28,41,22,9,2,21,26,-4
SAS,SAS vs. DET,03/03/2013,W,240,114,45,89,50.6,9,20,45.0,15,20,75.0,8,41,49,35,12,9,11,18,39
DET,DET @ SAS,03/03/2013,L,240,75,28,86,32.6,6,19,31.6,13,18,72.2,13,33,46,17,4,1,19,23,-39
DAL,DAL @ HOU,03/03/2013,L,240,103,38,80,47.5,12,27,44.4,15,24,62.5,9,23,32,19,8,3,18,33,-33
HOU,HOU vs. DAL,03/03/2013,W,240,136,46,80,57.5,14,34,41.2,30,40,75.0,10,35,45,30,13,0,13,21,33
NYK,NYK vs. MIA,03/03/2013,L,240,93,32,74,43.2,8,29,27.6,21,26,80.8,9,31,40,18,9,4,18,19,-6
MIA,MIA @ NYK,03/03/2013,W,240,99,39,84,46.4,8,20,40.0,13,19,68.4,10,31,41,20,10,4,16,20,6
ORL,ORL vs. MEM,03/03/2013,L,240,82,29,73,39.7,2,15,13.3,22,26,84.6,12,25,37,19,6,4,16,14,-26
CHA,CHA @ SAC,03/03/2013,L,240,83,28,77,36.4,6,23,26.1,21,27,77.8,4,27,31,20,6,3,13,18,-36
SAC,SAC vs. CHA,03/03/2013,W,240,119,42,90,46.7,13,33,39.4,22,27,81.5,18,42,60,26,8,4,18,23,36
LAL,LAL vs. ATL,03/03/2013,W,240,99,38,78,48.7,10,21,47.6,13,18,72.2,7,36,43,21,9,1,21,19,1
ATL,ATL @ LAL,03/03/2013,L,240,98,41,82,50.0,8,22,36.4,8,15,53.3,3,33,36,34,13,8,15,19,-1
CHI,CHI @ IND,03/03/2013,L,240,92,35,81,43.2,8,19,42.1,14,18,77.8,8,26,34,25,9,5,13,27,-5
IND,IND vs. CHI,03/03/2013,W,240,97,33,71,46.5,6,13,46.2,25,33,75.8,10,32,42,19,10,6,15,21,5
MEM,MEM @ ORL,03/03/2013,W,240,108,44,83,53.0,11,24,45.8,9,15,60.0,14,28,42,31,8,5,14,19,26
GSW,GSW @ PHI,03/02/2013,L,240,97,36,86,41.9,10,26,38.5,15,19,78.9,11,24,35,22,14,3,20,14,-7
PHI,PHI vs. GSW,03/02/2013,W,240,104,44,85,51.8,12,18,66.7,4,9,44.4,11,37,48,29,9,5,23,18,7
MIL,MIL vs. TOR,03/02/2013,W,265,122,46,92,50.0,5,14,35.7,25,30,83.3,13,35,48,32,8,7,14,20,8
TOR,TOR @ MIL,03/02/2013,L,265,114,46,100,46.0,8,22,36.4,14,18,77.8,13,29,42,28,9,3,17,26,-8
MIN,MIN @ POR,03/02/2013,L,240,94,34,87,39.1,1,12,8.3,25,36,69.4,14,33,47,19,8,5,8,17,-15
POR,POR vs. MIN,03/02/2013,W,240,109,44,90,48.9,7,20,35.0,14,22,63.6,17,38,55,32,4,7,13,30,15
CHI,CHI vs. BKN,03/02/2013,W,240,96,38,73,52.1,6,15,40.0,14,14,100,6,28,34,25,11,7,19,24,11
BKN,BKN @ CHI,03/02/2013,L,240,85,32,72,44.4,5,15,33.3,16,23,69.6,8,26,34,19,12,4,21,20,-11
LAC,LAC @ CLE,03/01/2013,W,240,105,43,83,51.8,7,25,28.0,12,20,60.0,11,28,39,26,10,9,13,20,16
MIA,MIA vs. MEM,03/01/2013,W,240,98,34,73,46.6,10,19,52.6,20,27,74.1,5,30,35,26,7,3,9,19,7
MEM,MEM @ MIA,03/01/2013,L,240,91,33,77,42.9,4,13,30.8,21,27,77.8,10,28,38,23,4,3,12,24,-7
CLE,CLE vs. LAC,03/01/2013,L,240,89,33,74,44.6,5,16,31.3,18,28,64.3,11,21,32,18,5,2,16,23,-16
GSW,GSW @ BOS,03/01/2013,L,240,86,32,94,34.0,5,23,21.7,17,22,77.3,13,41,54,17,6,1,12,24,-8
BOS,BOS vs. GSW,03/01/2013,W,240,94,36,75,48.0,3,15,20.0,19,28,67.9,2,42,44,24,6,5,17,20,8
BKN,BKN vs. DAL,03/01/2013,L,240,90,36,78,46.2,7,23,30.4,11,14,78.6,9,35,44,18,8,1,20,16,-8
DAL,DAL @ BKN,03/01/2013,W,240,98,39,78,50.0,9,21,42.9,11,14,78.6,5,26,31,18,13,6,14,18,8
CHA,CHA @ UTA,03/01/2013,L,240,68,28,81,34.6,5,18,27.8,7,12,58.3,8,16,24,16,10,6,14,20,-30
UTA,UTA vs. CHA,03/01/2013,W,240,98,38,78,48.7,5,16,31.3,17,23,73.9,20,42,62,23,8,8,23,20,30
PHX,PHX vs. ATL,03/01/2013,W,240,92,36,81,44.4,10,22,45.5,10,12,83.3,7,31,38,16,9,3,18,17,5
ATL,ATL @ PHX,03/01/2013,L,240,87,31,73,42.5,8,23,34.8,17,22,77.3,8,35,43,21,9,6,21,19,-5
