Player,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
A.J. Lawson,15.0,5.0,10.0,108.3,56.0,22.0,44.0,50.0,10.0,25.0,40.0,2.0,8.0,25.0,6.0,15.0,21.0,2.0,3.0,2.0,0.0,11.0,87.0,0.0,0.0,-46.0
AJ Green,35.0,27.0,8.0,344.9,154.0,53.0,125.0,42.4,44.0,105.0,41.9,4.0,4.0,100.0,6.0,39.0,45.0,22.0,9.0,6.0,0.0,31.0,250.0,0.0,0.0,-26.0
AJ Griffin,72.0,34.0,38.0,1401.4,639.0,248.0,533.0,46.5,101.0,259.0,39.0,42.0,47.0,89.4,37.0,116.0,153.0,73.0,42.0,42.0,12.0,87.0,1052.0,0.0,0.0,63.0
AJ Hammons,22.0,4.0,18.0,163.2,48.0,17.0,42.0,40.5,5.0,10.0,50.0,9.0,20.0,45.0,8.0,28.0,36.0,4.0,10.0,1.0,13.0,21.0,129.0,0.0,0.0,-5.0
AJ Price,37.0,15.666666666666666,21.333333333333332,566.9666666666667,206.0,77.0,198.66666666666666,39.166666666666664,30.333333333333332,93.0,29.53333333333333,21.666666666666668,29.333333333333332,48.56666666666666,9.0,43.0,52.0,88.0,28.333333333333332,13.666666666666666,1.0,31.0,416.0,0.3333333333333333,0.0,-42.333333333333336
Aaron Brooks,62.166666666666664,33.833333333333336,28.333333333333332,1104.9166666666667,477.1666666666667,176.16666666666666,425.3333333333333,41.416666666666664,65.33333333333333,173.16666666666666,37.233333333333334,59.5,72.66666666666667,79.48333333333333,22.333333333333332,73.16666666666667,95.5,155.5,83.33333333333333,32.833333333333336,9.5,113.66666666666667,868.6666666666666,0.5,0.0,-34.333333333333336
Aaron Gordon,66.22222222222223,31.555555555555557,34.666666666666664,1925.6666666666667,888.4444444444445,337.1111111111111,713.7777777777778,47.12222222222223,71.88888888888889,221.33333333333334,31.833333333333332,142.33333333333334,207.33333333333334,69.03333333333333,111.66666666666667,305.6666666666667,417.3333333333333,168.44444444444446,98.88888888888889,49.22222222222222,42.888888888888886,131.33333333333334,1819.2222222222222,10.666666666666666,0.2222222222222222,49.44444444444444
Aaron Gray,39.5,13.0,26.5,433.84999999999997,92.0,37.5,75.5,48.8,0.0,0.5,0.0,17.0,32.0,53.65,45.0,77.0,122.0,27.5,33.5,8.5,6.5,74.5,291.0,0.5,0.0,-85.5
Aaron Harrison,11.666666666666666,6.333333333333333,5.333333333333333,114.40000000000002,26.333333333333332,8.0,30.666666666666668,17.933333333333334,4.0,18.333333333333332,16.966666666666665,6.333333333333333,10.333333333333334,56.06666666666666,2.6666666666666665,11.333333333333334,14.0,5.333333333333333,2.3333333333333335,5.0,0.6666666666666666,13.0,65.66666666666667,0.0,0.0,-28.0
Aaron Henry,6.0,6.0,0.0,17.0,2.0,1.0,5.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,7.0,0.0,0.0,-20.0
Aaron Holiday,61.6,33.8,27.8,1061.06,408.6,150.2,363.8,41.4,54.4,144.2,37.779999999999994,53.8,64.0,84.03999999999999,18.2,83.4,101.6,135.4,59.4,40.2,12.6,91.2,832.6,0.8,0.0,39.2
Aaron Jackson,1.0,0.0,1.0,34.5,8.0,3.0,9.0,33.3,1.0,4.0,25.0,1.0,2.0,50.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,4.0,12.0,0.0,0.0,-10.0
Aaron Nesmith,57.0,28.0,29.0,1019.6666666666666,384.0,134.0,316.6666666666667,42.03333333333333,62.0,179.0,33.53333333333333,54.0,65.33333333333333,81.06666666666666,35.0,129.33333333333334,164.33333333333334,47.666666666666664,43.0,30.0,16.0,130.66666666666666,747.6666666666666,0.3333333333333333,0.0,-65.33333333333333
Aaron Wiggins,60.0,25.0,35.0,1253.1,447.5,171.0,350.0,48.75,45.0,130.0,34.849999999999994,60.5,78.0,78.0,59.5,135.0,194.5,74.0,55.0,34.5,12.5,101.5,878.0,0.5,0.0,-113.0
Abdel Nader,40.4,27.0,13.4,516.54,185.2,66.6,155.6,41.22,25.0,70.0,35.08,27.0,37.6,69.4,10.4,64.8,75.2,22.0,26.6,15.2,11.0,49.0,360.4,0.0,0.0,-64.4
Adam Mokoka,12.5,3.0,9.5,83.95,23.5,9.5,23.5,39.849999999999994,3.5,12.5,25.0,1.0,2.5,25.0,4.0,3.5,7.5,4.5,3.5,3.0,0.5,11.0,46.5,0.0,0.0,21.0
Ade Murkey,1.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
Admiral Schofield,36.0,11.0,25.0,429.5,133.33333333333334,48.0,114.33333333333333,41.666666666666664,23.0,71.33333333333333,32.13333333333333,14.333333333333334,17.666666666666668,79.33333333333333,15.666666666666666,50.333333333333336,66.0,23.666666666666668,14.666666666666666,6.666666666666667,4.666666666666667,56.333333333333336,267.3333333333333,0.0,0.0,-88.0
Adonis Thomas,6.0,2.0,4.0,37.6,14.0,6.0,14.0,42.9,1.0,5.0,20.0,1.0,1.0,100.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,6.0,21.0,0.0,0.0,8.0
Adreian Payne,26.75,7.5,19.25,350.75,107.25,43.5,107.25,47.65,3.75,14.75,31.475,16.5,24.25,71.9,19.75,59.0,78.75,16.5,22.5,11.25,6.75,50.75,258.0,0.75,0.0,-92.25
Ahmad Caver,1.0,0.0,1.0,0.8,2.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
Al Harrington,22.0,11.5,10.5,315.15,138.0,51.0,132.0,37.35,21.0,65.0,30.35,15.0,19.5,76.05,10.5,43.0,53.5,19.0,20.5,9.0,0.5,45.0,238.5,0.0,0.0,5.5
Al Horford,63.27272727272727,39.63636363636363,23.636363636363637,1985.4545454545455,868.0909090909091,361.0,717.0,49.93636363636363,68.27272727272727,182.27272727272728,37.800000000000004,77.81818181818181,102.81818181818181,76.58181818181818,106.45454545454545,362.54545454545456,469.0,233.36363636363637,88.9090909090909,50.09090909090909,75.54545454545455,122.36363636363636,2069.090909090909,13.181818181818182,0.18181818181818182,208.54545454545453
Al Jefferson,60.833333333333336,31.166666666666668,29.666666666666668,1605.6166666666668,902.6666666666666,398.0,801.0,50.03333333333333,1.1666666666666667,6.833333333333333,11.966666666666667,105.5,148.5,72.7,95.5,368.1666666666667,463.6666666666667,98.16666666666667,64.16666666666667,43.166666666666664,55.333333333333336,132.16666666666666,1837.6666666666667,18.333333333333332,0.0,-51.166666666666664
Al-Farouq Aminu,62.666666666666664,31.555555555555557,31.11111111111111,1641.0222222222224,499.3333333333333,182.0,430.0,40.81111111111111,53.888888888888886,160.44444444444446,29.166666666666668,81.44444444444444,109.77777777777777,73.71111111111111,90.22222222222223,321.44444444444446,411.6666666666667,83.66666666666667,74.33333333333333,62.22222222222222,37.55555555555556,116.11111111111111,1344.0,6.0,0.0,41.22222222222222
Alan Anderson,52.0,27.4,24.6,1102.48,390.6,135.2,336.0,39.14,55.6,164.8,33.239999999999995,64.6,79.4,78.64,21.8,93.8,115.6,58.4,42.2,31.8,4.8,97.2,684.4,0.0,0.0,-47.2
Alan Williams,16.75,4.0,12.75,217.925,103.25,40.75,80.5,48.45,0.0,0.5,0.0,21.75,34.75,60.875,28.75,64.0,92.75,9.75,12.75,9.25,9.5,38.75,272.5,4.0,0.0,5.0
Alec Burks,56.09090909090909,23.363636363636363,32.72727272727273,1323.790909090909,625.0909090909091,207.0909090909091,494.90909090909093,41.54545454545455,68.0,176.63636363636363,37.60909090909091,142.9090909090909,177.27272727272728,80.62727272727273,30.181818181818183,173.0909090909091,203.27272727272728,120.27272727272727,70.45454545454545,40.81818181818182,12.272727272727273,108.9090909090909,1138.2727272727273,0.8181818181818182,0.0,-56.18181818181818
Alec Peters,20.0,2.0,18.0,224.9,82.0,28.0,74.0,37.8,18.0,58.0,31.0,8.0,10.0,80.0,8.0,29.0,37.0,12.0,4.0,2.0,2.0,13.0,152.0,0.0,0.0,35.0
Aleem Ford,5.0,2.0,3.0,73.5,14.0,6.0,20.0,30.0,2.0,15.0,13.3,0.0,0.0,0.0,2.0,13.0,15.0,2.0,4.0,1.0,0.0,7.0,34.0,0.0,0.0,-35.0
Aleksej Pokusevski,46.666666666666664,16.0,30.666666666666668,1007.9666666666667,369.0,144.33333333333334,371.0,39.43333333333333,51.0,169.33333333333334,31.133333333333336,29.333333333333332,42.333333333333336,68.89999999999999,49.333333333333336,180.33333333333334,229.66666666666666,97.33333333333333,78.66666666666667,26.333333333333332,41.0,68.0,914.0,3.0,0.3333333333333333,-211.0
Alen Smailagic,14.5,5.5,9.0,111.4,43.5,15.5,33.5,45.35,3.5,11.5,31.55,9.0,12.5,58.75,8.0,13.5,21.5,8.5,8.0,3.0,4.5,12.5,96.5,0.0,0.0,-20.0
Alex Abrines,58.0,33.333333333333336,24.666666666666668,925.9,308.0,101.66666666666667,263.0,38.166666666666664,73.0,198.33333333333334,36.13333333333333,31.666666666666668,36.0,88.96666666666665,16.333333333333332,66.33333333333333,82.66666666666667,29.333333333333332,24.0,30.666666666666668,7.333333333333333,97.0,541.3333333333334,0.0,0.0,24.0
Alex Caruso,48.666666666666664,26.833333333333332,21.833333333333332,1034.4333333333334,293.3333333333333,102.0,237.83333333333334,42.949999999999996,38.166666666666664,104.5,36.88333333333333,51.166666666666664,68.33333333333333,74.64999999999999,26.333333333333332,101.83333333333333,128.16666666666666,132.33333333333334,57.833333333333336,58.333333333333336,18.833333333333332,96.16666666666667,819.5,0.8333333333333334,0.0,119.66666666666667
Alex Kirk,5.0,2.0,3.0,14.0,4.0,1.0,4.0,25.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,-14.0
Alex Len,59.6,23.1,36.5,1093.0700000000002,441.4,169.8,334.7,51.470000000000006,11.0,33.6,22.99,90.8,132.9,67.44,110.2,229.9,340.1,50.1,69.1,22.8,56.1,149.3,1092.4,7.3,0.0,-145.0
Alex Poythress,17.333333333333332,5.666666666666667,11.666666666666666,188.6,65.66666666666667,25.333333333333332,53.666666666666664,46.0,6.333333333333333,17.666666666666668,35.699999999999996,8.666666666666666,13.0,47.36666666666667,15.666666666666666,25.0,40.666666666666664,8.0,6.0,3.3333333333333335,4.333333333333333,25.666666666666668,143.33333333333334,0.0,0.0,-44.0
Alex Stepheson,8.0,2.0,6.0,72.2,22.0,9.0,27.0,33.3,0.0,0.0,0.0,4.0,12.0,33.3,19.0,9.0,28.0,2.0,0.0,1.0,5.0,12.0,77.0,1.0,0.0,-2.0
Alexey Shved,60.666666666666664,22.666666666666668,38.0,1090.2666666666667,449.6666666666667,148.33333333333334,402.3333333333333,36.333333333333336,54.0,176.33333333333334,30.899999999999995,99.0,130.0,76.10000000000001,28.333333333333332,90.0,118.33333333333333,153.33333333333334,81.0,36.666666666666664,16.333333333333332,67.0,899.6666666666666,1.3333333333333333,0.0,-81.66666666666667
Alexis Ajinca,55.5,24.5,31.0,838.025,332.5,139.0,267.75,51.8,0.0,1.5,0.0,54.5,67.0,80.45,79.75,179.75,259.5,32.5,54.25,20.75,38.75,137.25,816.75,3.25,0.0,-59.5
Alfonzo McKinnie,36.4,21.4,15.0,422.91999999999996,144.2,57.4,123.0,47.12,16.8,51.6,32.94,12.6,21.6,54.92,30.8,60.0,90.8,11.4,14.2,10.2,5.4,53.2,303.0,0.4,0.0,-28.8
Alize Johnson,15.2,8.8,6.4,113.5,37.8,15.2,31.6,43.760000000000005,1.0,4.4,20.84,6.4,9.0,65.66,15.4,30.2,45.6,6.4,6.4,3.0,2.0,11.2,110.8,0.6,0.0,-5.0
Allen Crabbe,54.42857142857143,25.571428571428573,28.857142857142858,1303.6,493.2857142857143,175.14285714285714,412.57142857142856,40.471428571428575,88.14285714285714,228.0,38.25714285714285,54.857142857142854,66.0,78.74285714285715,15.571428571428571,137.71428571428572,153.28571428571428,62.0,40.714285714285715,31.857142857142858,14.857142857142858,109.14285714285714,869.7142857142857,0.14285714285714285,0.0,-56.142857142857146
Allonzo Trier,44.0,7.5,36.5,874.65,425.0,141.5,312.0,46.45,35.5,92.5,37.599999999999994,106.5,133.0,79.69999999999999,18.5,94.5,113.0,73.5,69.0,15.5,9.0,73.0,675.5,1.0,0.0,-138.0
Alondes Williams,1.0,1.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,-1.0,0.0,0.0,-5.0
Alonzo Gee,57.4,21.0,36.4,1188.6200000000001,335.4,125.0,287.0,40.5,23.6,75.0,25.939999999999998,61.8,83.6,68.47999999999999,42.2,122.4,164.6,56.6,53.6,49.8,13.0,107.2,752.6,0.4,0.0,-178.2
Alperen Sengun,73.5,18.0,55.5,1830.0,900.5,345.5,662.0,51.349999999999994,24.0,87.0,29.049999999999997,185.5,260.0,71.3,190.0,345.5,535.5,238.0,169.0,64.5,69.0,236.0,2131.5,18.5,1.0,-296.0
Amar'e Stoudemire,51.25,22.75,28.5,1038.7,541.25,215.75,384.0,56.425000000000004,0.0,1.0,0.0,109.75,146.5,75.325,86.75,167.25,254.0,29.75,66.5,20.0,34.25,125.25,987.0,2.75,0.0,-44.25
Amida Brimah,5.0,2.0,3.0,29.3,13.0,5.0,8.0,62.5,0.0,0.0,0.0,3.0,3.0,100.0,2.0,6.0,8.0,1.0,4.0,0.0,5.0,4.0,35.0,0.0,0.0,22.0
Amile Jefferson,15.0,7.0,8.0,71.3,21.0,7.5,15.0,49.1,0.0,0.0,0.0,6.0,11.0,61.6,8.0,14.0,22.0,3.5,2.0,2.0,3.0,7.5,66.0,0.0,0.0,15.5
Amir Coffey,45.25,25.5,19.75,686.575,247.25,83.75,192.0,42.55,34.0,92.25,34.5,45.75,57.25,72.425,14.25,63.25,77.5,53.25,22.25,15.0,5.5,46.75,459.25,0.25,0.0,-48.0
Amir Johnson,73.85714285714286,42.285714285714285,31.571428571428573,1660.7285714285715,563.7142857142857,237.0,421.42857142857144,55.6,14.714285714285714,43.714285714285715,33.65714285714286,75.0,115.14285714285714,65.47142857142858,146.28571428571428,270.85714285714283,417.14285714285717,115.71428571428571,88.71428571428571,49.285714285714285,65.57142857142857,216.14285714285714,1493.7142857142858,6.142857142857143,0.0,106.57142857142857
Anderson Varejao,31.333333333333332,16.666666666666668,14.666666666666666,660.0166666666667,220.5,89.66666666666667,183.66666666666666,42.699999999999996,0.0,2.6666666666666665,0.0,41.166666666666664,58.666666666666664,68.2,73.0,151.66666666666666,224.66666666666666,51.166666666666664,30.333333333333332,24.0,14.0,63.166666666666664,650.6666666666666,5.666666666666667,0.0,-8.0
Andray Blatche,77.5,44.5,33.0,1586.65,832.0,333.5,675.0,49.400000000000006,9.0,38.0,20.7,156.0,218.5,71.35,140.5,263.0,403.5,98.5,116.5,80.5,46.0,164.5,1727.0,6.5,0.0,-2.0
Andre Dawkins,4.0,2.0,2.0,21.7,3.0,1.0,6.0,16.7,1.0,6.0,16.7,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,6.0,0.0,0.0,-4.0
Andre Drummond,71.36363636363636,32.18181818181818,39.18181818181818,2010.5454545454545,939.7272727272727,396.0,730.8181818181819,55.09090909090909,1.3636363636363635,10.636363636363637,12.672727272727274,146.36363636363637,308.0,48.627272727272725,308.27272727272725,597.4545454545455,905.7272727272727,94.18181818181819,135.0909090909091,92.81818181818181,98.36363636363636,215.0,2606.2727272727275,41.90909090909091,0.0,-54.27272727272727
Andre Iguodala,56.0,40.72727272727273,15.272727272727273,1480.8363636363638,413.27272727272725,157.0,337.27272727272725,45.70909090909091,47.09090909090909,143.45454545454547,30.154545454545453,52.18181818181818,84.63636363636364,62.1,41.72727272727273,181.36363636363637,223.0909090909091,196.0,70.9090909090909,62.63636363636363,29.363636363636363,81.18181818181819,1179.909090909091,1.1818181818181819,0.09090909090909091,273.09090909090907
Andre Ingram,3.0,1.0,2.0,39.349999999999994,12.0,4.0,11.5,23.55,2.5,6.0,27.8,1.5,1.5,50.0,1.0,3.0,4.0,3.5,2.0,2.0,1.5,1.5,30.5,0.0,0.0,12.5
Andre Miller,65.0,38.25,26.75,1211.9250000000002,392.0,153.25,314.75,49.875,9.25,31.75,31.15,76.25,95.0,78.05,34.25,108.75,143.0,263.0,93.5,38.75,6.5,95.75,1000.75,1.25,0.0,40.75
Andre Roberson,43.857142857142854,28.0,15.857142857142858,971.5428571428572,197.42857142857142,81.85714285714286,173.0,40.84285714285714,16.0,63.285714285714285,21.685714285714287,17.714285714285715,37.857142857142854,50.41428571428571,51.714285714285715,124.0,175.71428571428572,37.857142857142854,26.428571428571427,38.285714285714285,28.428571428571427,94.0,638.7142857142857,0.42857142857142855,0.0,100.42857142857143
Andrea Bargnani,38.0,10.25,27.75,919.65,433.75,170.75,392.0,43.75,21.5,72.0,28.525,70.75,85.75,82.65,38.75,104.75,143.5,36.75,45.0,10.25,27.75,69.5,730.0,1.5,0.0,-174.25
Andrei Kirilenko,38.666666666666664,19.666666666666668,19.0,975.8666666666667,340.0,122.0,241.66666666666666,34.0,12.0,41.666666666666664,16.400000000000002,84.0,124.33333333333333,67.16666666666667,53.0,119.0,172.0,83.33333333333333,58.0,45.666666666666664,27.0,49.333333333333336,831.3333333333334,2.6666666666666665,0.0,-35.333333333333336
Andrew Bogut,42.57142857142857,28.857142857142858,13.714285714285714,931.842857142857,232.71428571428572,109.42857142857143,190.71428571428572,55.957142857142856,0.2857142857142857,0.42857142857142855,28.571428571428573,13.571428571428571,30.0,58.871428571428574,86.57142857142857,242.28571428571428,328.85714285714283,85.14285714285714,55.857142857142854,22.714285714285715,64.14285714285714,121.71428571428571,959.8571428571429,3.5714285714285716,0.0,175.42857142857142
Andrew Bynum,26.0,11.0,15.0,515.5,225.0,94.0,225.0,41.8,0.0,0.0,0.0,37.0,49.0,75.5,53.0,92.0,145.0,29.0,34.0,6.0,29.0,31.0,514.0,2.0,0.0,-135.0
Andrew Goudelock,4.5,3.0,1.5,27.950000000000003,11.0,4.5,11.0,22.5,0.5,4.5,5.55,1.5,2.0,37.5,1.0,0.5,1.5,2.0,3.5,3.0,1.0,2.0,24.0,0.0,0.0,-1.0
Andrew Harrison,48.333333333333336,20.333333333333332,28.0,995.3333333333334,337.3333333333333,104.66666666666667,280.6666666666667,34.96666666666667,31.666666666666668,107.66666666666667,26.900000000000002,96.33333333333333,123.66666666666667,82.89999999999999,17.333333333333332,78.33333333333333,95.66666666666667,133.0,59.333333333333336,31.666666666666668,16.333333333333332,122.0,736.3333333333334,0.0,0.0,-83.0
Andrew Nembhard,75.0,32.0,43.0,2073.5,709.0,284.0,644.0,44.1,92.0,263.0,35.0,49.0,62.0,79.0,35.0,164.0,199.0,341.0,126.0,70.0,13.0,179.0,1582.0,5.0,0.0,-263.0
Andrew Nicholson,57.0,18.6,38.4,815.96,340.0,141.6,303.4,45.02,17.4,54.2,23.54,39.4,51.0,73.02000000000001,37.6,133.8,171.4,25.2,42.4,14.8,19.0,91.6,642.6,1.0,0.0,-97.6
Andrew White III,15.0,1.0,14.0,209.1,69.0,25.0,73.0,34.2,18.0,49.0,36.7,1.0,4.0,25.0,4.0,30.0,34.0,6.0,8.0,3.0,1.0,12.0,123.0,0.0,0.0,-76.0
Andrew Wiggins,70.55555555555556,30.333333333333332,40.22222222222222,2458.4666666666667,1350.2222222222222,503.77777777777777,1121.5555555555557,45.12222222222223,102.88888888888889,290.77777777777777,34.855555555555554,239.77777777777777,332.8888888888889,69.9,88.88888888888889,226.11111111111111,315.0,164.22222222222223,137.66666666666666,71.11111111111111,47.44444444444444,156.11111111111111,2192.6666666666665,2.111111111111111,0.1111111111111111,-34.666666666666664
Andris Biedrins,29.5,14.0,15.5,269.9,13.5,5.5,11.0,73.8,0.0,0.0,0.0,2.5,9.5,23.75,18.0,67.0,85.0,7.0,8.0,7.5,21.0,53.5,203.5,0.0,0.0,-36.5
Anfernee Simons,54.6,27.6,27.0,1309.1,690.0,246.0,568.4,43.04,119.2,308.2,37.7,78.8,92.0,79.56,17.2,106.2,123.4,134.6,71.6,23.4,7.6,98.4,1061.6,0.6,0.0,-83.6
Angel Delgado,2.0,0.0,2.0,14.8,3.0,1.0,5.0,20.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,2.0,11.0,0.0,0.0,3.0
Antawn Jamison,49.0,28.0,21.0,941.5999999999999,398.0,148.0,333.5,38.95,46.0,137.0,27.8,56.0,80.5,70.55,59.0,149.5,208.5,28.5,30.0,19.5,12.5,76.5,757.0,2.5,0.0,35.5
Ante Zizic,37.666666666666664,12.666666666666666,25.0,505.59999999999997,224.66666666666666,91.0,156.66666666666666,61.76666666666666,0.0,0.0,0.0,42.666666666666664,60.0,72.2,50.0,98.66666666666667,148.66666666666666,21.333333333333332,27.333333333333332,7.333333333333333,13.333333333333334,56.666666666666664,470.0,1.6666666666666667,0.0,-35.0
Anthony Bennett,37.75,11.75,26.0,476.17499999999995,164.5,62.75,160.25,37.15,9.0,34.5,25.85,30.0,44.75,72.525,33.0,85.0,118.0,19.25,24.75,14.5,6.75,51.5,374.25,1.0,0.0,-118.75
Anthony Brown,13.666666666666666,2.3333333333333335,11.333333333333334,253.80000000000004,53.666666666666664,19.333333333333332,59.0,55.666666666666664,9.333333333333334,32.666666666666664,51.5,5.666666666666667,6.666666666666667,28.333333333333332,5.666666666666667,28.666666666666668,34.333333333333336,9.333333333333334,7.0,6.333333333333333,2.0,16.333333333333332,127.33333333333333,0.0,0.0,-9.333333333333334
Anthony Davis,60.0,30.272727272727273,29.727272727272727,2064.4727272727273,1440.090909090909,537.9090909090909,1036.0,51.89090909090908,28.272727272727273,94.36363636363636,23.927272727272726,336.0,423.72727272727275,78.27272727272727,155.72727272727272,468.27272727272725,624.0,142.0,118.27272727272727,80.27272727272727,138.8181818181818,142.27272727272728,2940.7272727272725,33.63636363636363,0.09090909090909091,67.9090909090909
Anthony Edwards,74.33333333333333,34.0,40.333333333333336,2540.5666666666666,1623.6666666666667,587.0,1332.3333333333333,43.9,199.66666666666666,566.6666666666666,35.166666666666664,250.0,324.6666666666667,77.26666666666667,56.0,323.0,379.0,278.6666666666667,203.0,104.0,46.666666666666664,159.66666666666666,2745.6666666666665,5.333333333333333,0.0,19.0
Anthony Gill,43.0,15.666666666666666,27.333333333333332,435.3333333333333,151.66666666666666,54.333333333333336,100.33333333333333,53.56666666666666,8.333333333333334,26.333333333333332,32.266666666666666,34.666666666666664,45.0,78.39999999999999,28.666666666666668,49.666666666666664,78.33333333333333,24.0,13.666666666666666,7.333333333333333,9.0,51.666666666666664,317.3333333333333,0.0,0.0,10.333333333333334
Anthony Lamb,29.333333333333332,13.0,16.333333333333332,539.3000000000001,182.66666666666666,64.66666666666667,144.66666666666666,28.7,32.0,90.66666666666667,23.03333333333333,21.333333333333332,27.0,54.13333333333333,27.666666666666668,67.66666666666667,95.33333333333333,40.333333333333336,24.333333333333332,11.333333333333334,8.333333333333334,56.0,392.3333333333333,0.0,0.0,-17.333333333333332
Anthony Morrow,61.6,34.0,27.6,1050.98,448.2,164.2,373.0,43.17999999999999,73.0,180.0,39.04,46.8,54.8,85.76,20.4,71.2,91.6,36.2,24.0,30.2,6.2,77.6,697.8,0.4,0.0,69.2
Anthony Randolph,41.0,22.0,19.0,427.95,174.5,62.0,145.0,43.85,9.0,34.5,14.75,41.5,57.0,72.15,24.5,84.0,108.5,22.0,38.0,22.5,20.0,52.5,427.0,0.5,0.0,-55.0
Anthony Tolliver,61.0,28.22222222222222,32.77777777777778,1146.5222222222224,357.55555555555554,115.77777777777777,281.0,38.62222222222223,81.55555555555556,212.33333333333334,36.72222222222222,44.44444444444444,57.55555555555556,77.21111111111111,34.111111111111114,144.44444444444446,178.55555555555554,49.111111111111114,36.111111111111114,21.0,14.88888888888889,88.44444444444444,717.1111111111111,0.4444444444444444,0.0,-10.0
Antonio Blakeney,38.0,8.5,29.5,571.45,284.5,109.5,269.5,39.5,25.5,71.5,34.2,40.0,57.5,71.35,5.5,64.0,69.5,31.0,23.0,9.5,5.0,30.0,435.0,0.0,0.0,-77.0
Antonius Cleveland,14.0,6.5,7.5,84.1,17.0,6.0,17.5,33.35,1.5,3.5,37.5,3.5,5.5,63.35,2.5,8.0,10.5,1.5,4.5,4.0,4.0,15.5,51.5,0.0,0.0,-28.5
Anzejs Pasecniks,14.0,5.0,9.0,221.6,78.0,30.5,58.5,26.3,0.0,2.0,0.0,17.0,29.0,29.3,21.5,32.5,54.0,9.5,14.5,4.5,6.0,38.5,174.0,0.0,0.0,-8.5
Archie Goodwin,41.25,17.5,23.75,598.9,260.0,91.75,214.0,45.25,11.25,47.75,24.925,65.25,93.25,71.7,21.5,61.25,82.75,51.5,51.5,17.25,9.5,48.0,465.25,0.25,0.0,-124.0
Arinze Onuaku,6.333333333333333,1.6666666666666667,4.666666666666667,42.23333333333333,11.333333333333334,5.0,7.666666666666667,51.9,0.0,0.0,0.0,1.3333333333333333,3.3333333333333335,29.166666666666668,3.6666666666666665,8.0,11.666666666666666,3.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,4.0,33.0,0.0,0.0,-13.0
Armoni Brooks,37.0,11.5,25.5,682.0999999999999,255.5,88.0,240.5,37.25,67.0,203.0,33.95,12.5,16.5,72.0,15.0,70.5,85.5,46.0,24.5,20.0,8.0,54.0,487.0,0.0,0.0,-107.5
Arnett Moultrie,29.5,10.0,19.5,364.40000000000003,105.0,47.0,86.0,50.150000000000006,0.0,0.0,0.0,11.0,16.5,72.15,43.5,46.5,90.0,6.0,13.0,12.5,7.0,32.5,267.5,0.5,0.0,-71.0
Arnoldas Kulboka,2.0,2.0,0.0,5.3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-12.0
Aron Baynes,58.0,33.666666666666664,24.333333333333332,929.9888888888888,346.1111111111111,138.11111111111111,282.55555555555554,48.7,12.333333333333334,40.0,15.0,57.55555555555556,72.44444444444444,78.02222222222223,89.44444444444444,176.77777777777777,266.22222222222223,46.77777777777778,49.44444444444444,13.11111111111111,28.22222222222222,129.33333333333334,810.3333333333334,2.2222222222222223,0.0,47.77777777777778
Arron Afflalo,66.66666666666667,23.333333333333332,43.333333333333336,1998.8,837.5,306.6666666666667,696.8333333333334,43.43333333333334,83.0,222.0,37.666666666666664,141.16666666666666,167.83333333333334,84.88333333333334,20.666666666666668,180.16666666666666,200.83333333333334,139.16666666666666,90.83333333333333,27.666666666666668,7.666666666666667,123.66666666666667,1302.3333333333333,0.3333333333333333,0.0,-200.33333333333334
Ashton Hagans,2.0,0.0,2.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-3.0
Austin Daye,37.0,22.333333333333332,14.666666666666666,389.26666666666665,147.33333333333334,54.666666666666664,139.0,38.03333333333333,25.666666666666668,68.66666666666667,36.0,12.333333333333334,16.666666666666668,73.26666666666667,10.333333333333334,64.66666666666667,75.0,22.333333333333332,19.0,10.0,10.333333333333334,46.333333333333336,313.0,0.6666666666666666,0.0,-6.333333333333333
