Player,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Chris Paul,66.27272727272727,46.45454545454545,19.818181818181817,2167.5,1148.1818181818182,406.72727272727275,862.0909090909091,47.00909090909091,107.63636363636364,289.09090909090907,36.96363636363637,227.0909090909091,256.6363636363636,88.34545454545454,35.90909090909091,263.45454545454544,299.3636363636364,611.8181818181819,154.45454545454547,125.63636363636364,14.0,155.0,2689.5454545454545,26.363636363636363,0.6363636363636364,437.27272727272725
Chris Quinn,7.0,0.0,7.0,78.3,10.0,4.0,16.0,25.0,0.0,5.0,0.0,2.0,2.0,100.0,1.0,1.0,2.0,9.0,6.0,3.0,0.0,4.0,29.0,0.0,0.0,11.0
Chris Silva,17.5,10.75,6.75,133.22500000000002,48.25,16.75,27.5,69.325,0.25,1.0,25.0,14.5,20.5,55.974999999999994,20.0,27.25,47.25,9.0,12.75,2.5,7.0,32.75,134.25,0.0,0.0,-21.0
Chris Singleton,41.0,15.0,26.0,587.0,153.0,58.5,154.0,37.75,7.0,27.5,28.099999999999998,29.0,47.5,64.55,34.5,85.0,119.5,21.5,31.0,23.5,13.5,74.5,408.5,0.5,0.0,-77.5
Chris Smith,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
Chris Wilcox,61.0,33.0,28.0,829.5,259.0,110.0,153.0,71.9,0.0,1.0,0.0,39.0,58.0,67.2,55.0,125.0,180.0,22.0,34.0,32.0,28.0,125.0,654.0,0.0,0.0,-46.0
Chris Wright,5.5,1.5,4.0,64.95,25.0,11.0,18.5,55.0,0.0,0.5,0.0,3.0,7.5,20.0,5.0,5.0,10.0,2.5,3.0,3.5,2.5,8.5,56.0,0.0,0.0,-16.5
Christian Braun,76.0,49.0,27.0,1181.1,360.0,143.0,289.0,49.5,34.0,96.0,35.4,40.0,64.0,62.5,48.0,133.0,181.0,59.0,35.0,41.0,17.0,101.0,805.0,0.0,0.0,-114.0
Christian Koloko,58.0,29.0,29.0,801.8,182.0,72.0,150.0,48.0,1.0,12.0,8.3,37.0,59.0,62.7,84.0,87.0,171.0,31.0,20.0,21.0,57.0,128.0,648.0,0.0,0.0,156.0
Christian Wood,41.285714285714285,14.571428571428571,26.714285714285715,997.8000000000001,610.0,221.14285714285714,426.85714285714283,50.785714285714285,54.285714285714285,143.28571428571428,31.942857142857143,113.42857142857143,163.57142857142858,69.34285714285714,60.142857142857146,241.57142857142858,301.7142857142857,60.0,62.42857142857143,23.857142857142858,37.42857142857143,80.71428571428571,1183.7142857142858,11.142857142857142,0.0,-80.85714285714286
Chuck Hayes,41.5,19.5,22.0,560.375,96.0,40.75,92.0,46.275,0.0,0.5,0.0,14.5,21.5,74.25,50.0,92.0,142.0,42.25,22.0,18.75,8.5,63.0,389.75,0.25,0.0,17.0
Chuma Okeke,47.333333333333336,14.666666666666666,32.666666666666664,1133.1333333333332,360.6666666666667,131.33333333333334,340.3333333333333,38.166666666666664,64.33333333333333,199.33333333333334,32.266666666666666,33.666666666666664,42.0,78.60000000000001,38.333333333333336,169.66666666666666,208.0,85.33333333333333,37.333333333333336,54.666666666666664,25.0,61.0,940.0,1.0,0.0,-205.0
Cleanthony Early,28.0,6.0,22.0,400.4,120.5,44.0,127.0,32.75,13.0,49.5,26.45,19.5,26.0,75.0,13.0,48.5,61.5,21.0,24.5,13.0,7.5,36.5,262.5,0.0,0.0,-81.5
Cliff Alexander,8.0,3.0,5.0,36.0,10.0,5.0,10.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,1.0,1.0,2.0,1.0,25.0,0.0,0.0,-13.0
Clint Capela,59.55555555555556,36.44444444444444,23.11111111111111,1593.7444444444445,736.6666666666666,322.1111111111111,513.3333333333334,61.07777777777778,0.0,0.4444444444444444,0.0,92.44444444444444,173.33333333333334,49.53333333333333,213.66666666666666,424.1111111111111,637.7777777777778,58.111111111111114,64.77777777777777,41.44444444444444,88.0,143.11111111111111,1912.5555555555557,28.555555555555557,0.1111111111111111,149.11111111111111
Coby White,67.25,30.25,37.0,1808.7250000000001,846.75,307.25,733.0,42.15,140.0,381.75,36.75,92.25,108.0,85.5,22.25,204.75,227.0,220.75,102.25,42.5,9.5,138.75,1504.0,1.75,0.0,-40.25
Cody Martin,44.5,21.25,23.25,937.8,256.0,97.5,213.5,43.55,24.5,77.0,27.7,36.5,55.5,62.474999999999994,45.0,112.0,157.0,92.75,36.75,42.0,13.5,64.75,713.25,0.25,0.0,-31.0
Cody Zeller,50.9,23.9,27.0,1118.98,430.0,162.3,311.0,53.6,3.2,14.7,24.23,102.2,140.0,73.0,101.9,199.4,301.3,70.1,53.6,32.3,32.5,131.4,1037.7,3.7,0.0,11.4
Cole Aldrich,49.166666666666664,22.5,26.666666666666668,512.2166666666667,162.5,67.5,128.0,50.35,0.0,0.0,0.0,27.5,37.666666666666664,66.28333333333333,51.333333333333336,123.33333333333333,174.66666666666666,29.333333333333332,30.333333333333332,20.666666666666668,35.0,76.16666666666667,553.0,2.5,0.0,-56.333333333333336
Cole Anthony,57.333333333333336,19.666666666666668,37.666666666666664,1628.0,816.0,284.3333333333333,691.3333333333334,41.4,88.33333333333333,256.3333333333333,34.63333333333333,159.0,184.66666666666666,86.0,39.0,246.66666666666666,285.6666666666667,265.3333333333333,122.33333333333333,37.666666666666664,22.0,142.33333333333334,1613.3333333333333,3.3333333333333335,0.0,-193.0
Cole Swider,7.0,2.0,5.0,41.1,9.0,3.0,9.0,33.3,3.0,8.0,37.5,0.0,0.0,0.0,1.0,6.0,7.0,4.0,0.0,0.0,0.0,3.0,23.0,0.0,0.0,3.0
Collin Sexton,53.2,17.4,35.8,1664.8799999999999,1008.2,372.4,803.2,46.660000000000004,74.6,196.4,35.8,188.8,228.6,81.26,45.2,108.4,153.6,171.6,125.2,41.6,5.8,124.4,1467.0,0.8,0.0,-300.8
Corey Brewer,64.375,34.25,30.125,1422.775,550.25,207.75,479.75,43.975,43.25,156.25,24.3125,91.5,126.625,67.65,42.875,124.875,167.75,93.0,67.625,80.375,16.5,130.875,1114.125,0.375,0.0,48.125
Corey Kispert,75.5,31.0,44.5,1947.2,727.0,262.5,549.5,47.6,137.5,352.0,38.7,64.5,75.0,86.15,43.0,165.0,208.0,86.0,52.5,33.5,15.5,95.0,1200.0,0.0,0.0,-43.0
Corey Maggette,18.0,7.0,11.0,256.9,95.0,27.0,76.0,35.5,5.0,21.0,23.8,36.0,48.0,75.0,5.0,20.0,25.0,19.0,17.0,6.0,2.0,42.0,161.0,0.0,0.0,-17.0
Cory Higgins,6.0,3.0,3.0,32.2,14.0,6.0,19.0,31.6,1.0,5.0,20.0,1.0,2.0,50.0,1.0,2.0,3.0,5.0,0.0,3.0,0.0,5.0,34.0,0.0,0.0,-7.0
Cory Jefferson,29.0,10.0,19.0,290.65000000000003,102.5,42.0,94.5,42.9,1.0,8.0,6.65,17.5,30.0,62.05,26.5,54.0,80.5,8.0,10.0,5.0,11.0,34.5,249.0,0.5,0.0,35.0
Cory Joseph,69.18181818181819,37.27272727272727,31.90909090909091,1556.6181818181817,502.72727272727275,192.8181818181818,433.90909090909093,44.78181818181818,42.72727272727273,121.54545454545455,34.23636363636364,74.36363636363636,94.18181818181819,79.48181818181818,35.0,143.63636363636363,178.63636363636363,215.36363636363637,73.45454545454545,53.54545454545455,15.727272727272727,114.9090909090909,1174.4545454545455,0.45454545454545453,0.0,8.181818181818182
Coty Clarke,3.0,0.0,3.0,5.8,6.0,2.0,4.0,50.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0
Courtney Lee,65.5,33.0,32.5,1768.25,612.75,234.5,512.0,45.6875,70.0,180.0,38.35,73.75,85.125,84.425,26.125,140.0,166.125,119.125,60.625,64.25,17.375,105.5,1175.0,0.125,0.0,-32.625
Craig Sword,3.0,1.0,2.0,19.0,6.0,3.0,4.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,7.0,19.0,0.0,0.0,1.0
Cristiano Felicio,42.0,14.333333333333334,27.666666666666668,592.3166666666666,179.66666666666666,71.83333333333333,125.66666666666667,57.083333333333336,0.0,2.3333333333333335,0.0,36.0,53.5,67.61666666666666,63.5,101.83333333333333,165.33333333333334,30.5,25.833333333333332,12.0,8.333333333333334,59.666666666666664,458.8333333333333,1.0,0.0,-80.16666666666667
D'Angelo Russell,61.875,25.125,36.75,1847.5625,1095.875,395.875,929.125,42.5,154.625,427.0,36.075,149.5,189.75,78.3375,31.75,183.0,214.75,350.875,172.75,67.625,18.5,116.25,1965.625,6.5,0.125,-151.875
D.J. Augustin,69.4,32.6,36.8,1530.6100000000001,619.1,197.7,476.9,41.019999999999996,91.2,237.5,38.28,132.5,153.6,86.22,20.2,103.9,124.1,251.3,97.0,39.0,2.1,86.6,1171.4,1.4,0.0,-62.2
D.J. Wilson,29.2,18.6,10.6,360.54,129.4,48.8,116.4,50.17999999999999,19.2,58.8,27.080000000000002,12.6,20.4,62.879999999999995,16.0,74.4,90.4,21.6,15.8,8.0,8.6,35.0,304.4,0.6,0.0,-25.8
DJ Stephens,2.0,0.0,2.0,10.65,4.5,2.0,4.5,46.45,0.0,0.0,0.0,0.5,0.5,50.0,0.5,2.0,2.5,0.0,0.5,0.5,0.0,0.0,8.5,0.0,0.0,-1.0
DJ White,7.0,3.0,4.0,48.1,14.5,6.0,12.0,26.1,0.0,0.0,0.0,2.5,4.5,27.8,2.0,5.5,7.5,2.0,1.0,1.0,3.0,3.0,37.5,0.0,0.0,12.5
DaJuan Summers,2.0,1.0,1.0,6.7,2.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
DaQuan Jeffries,15.666666666666666,4.333333333333333,11.333333333333334,214.23333333333335,59.666666666666664,23.666666666666668,54.0,47.23333333333333,8.333333333333334,28.666666666666668,19.233333333333334,4.0,4.666666666666667,56.93333333333334,7.333333333333333,23.0,30.333333333333332,10.0,5.333333333333333,6.333333333333333,3.6666666666666665,22.666666666666668,135.66666666666666,0.0,0.0,-19.0
Daequan Cook,49.0,25.0,24.0,440.8,137.0,51.0,167.0,30.5,26.0,91.0,28.6,9.0,12.0,75.0,7.0,54.0,61.0,19.0,15.0,8.0,7.0,26.0,269.0,0.0,0.0,-42.0
Dahntay Jones,28.25,14.5,13.75,298.575,76.25,24.25,66.25,36.475,3.0,14.25,18.1,24.75,32.0,58.45,6.75,23.0,29.75,13.25,10.0,6.5,2.0,37.25,147.25,0.0,0.0,-44.25
Dairis Bertans,12.0,3.0,9.0,167.0,34.0,12.0,47.0,25.5,10.0,34.0,29.4,0.0,0.0,0.0,2.0,7.0,9.0,10.0,2.0,1.0,0.0,7.0,61.0,0.0,0.0,-50.0
Daishen Nix,40.5,9.0,31.5,587.9,151.5,54.0,152.0,37.25,23.5,83.0,27.75,20.0,33.0,60.0,12.5,53.0,65.5,86.0,56.0,23.0,3.5,40.0,383.0,0.0,0.0,-98.5
Dakari Johnson,31.0,21.0,10.0,161.4,55.0,22.0,39.0,56.4,0.0,0.0,0.0,11.0,20.0,55.0,16.0,18.0,34.0,8.0,3.0,6.0,8.0,27.0,147.0,0.0,0.0,33.0
Dakota Mathias,7.0,4.5,2.5,69.85,27.0,10.5,27.0,36.45,5.0,16.0,32.05,1.0,3.0,16.65,0.5,4.0,4.5,7.0,0.5,1.0,1.5,4.0,50.0,0.0,0.0,-21.0
Dalano Banton,47.5,27.0,20.5,487.1,173.5,69.0,166.0,41.7,14.0,51.0,27.45,21.5,34.0,64.95,24.5,60.0,84.5,67.5,35.5,20.5,11.5,51.0,436.5,0.0,0.0,0.0
Dalen Terry,38.0,19.0,19.0,213.9,85.0,32.0,72.0,44.4,7.0,27.0,25.9,14.0,21.0,66.7,12.0,25.0,37.0,22.0,8.0,11.0,5.0,24.0,202.0,0.0,0.0,12.0
Damian Jones,34.285714285714285,14.142857142857142,20.142857142857142,501.42857142857144,179.85714285714286,70.42857142857143,106.42857142857143,62.48571428571428,3.2857142857142856,8.571428571428571,19.357142857142858,35.714285714285715,50.57142857142857,64.11428571428571,38.857142857142854,76.42857142857143,115.28571428571429,25.428571428571427,23.142857142857142,12.142857142857142,24.142857142857142,71.85714285714286,442.2857142857143,0.5714285714285714,0.0,-84.57142857142857
Damian Lillard,69.9090909090909,38.36363636363637,31.545454545454547,2539.909090909091,1761.4545454545455,571.0,1299.909090909091,43.74545454545454,217.0,582.7272727272727,36.97272727272727,402.45454545454544,449.6363636363636,89.10909090909091,42.63636363636363,253.0909090909091,295.72727272727275,468.27272727272725,198.72727272727272,66.54545454545455,21.727272727272727,134.27272727272728,2884.909090909091,11.636363636363637,0.2727272727272727,179.27272727272728
Damien Inglis,20.0,5.0,15.0,156.4,36.0,13.0,37.0,35.1,3.0,13.0,23.1,7.0,8.0,87.5,2.0,29.0,31.0,10.0,11.0,6.0,3.0,11.0,104.0,0.0,0.0,-44.0
Damien Wilkins,40.0,16.0,24.0,623.75,210.5,79.0,177.5,39.599999999999994,10.5,34.5,27.75,42.0,56.5,74.65,18.5,42.0,60.5,50.0,27.0,19.5,9.5,52.5,418.5,0.0,0.0,-55.0
Damion James,3.5,1.5,2.0,25.4,3.0,1.0,4.5,11.1,0.0,1.0,0.0,1.0,1.0,50.0,0.5,6.0,6.5,1.5,0.5,0.0,0.5,1.5,14.0,0.0,0.0,5.5
Damion Lee,48.333333333333336,23.833333333333332,24.5,1007.3333333333334,397.3333333333333,138.0,316.5,43.6,62.833333333333336,165.83333333333334,36.36666666666667,58.5,66.66666666666667,86.48333333333333,23.166666666666668,140.5,163.66666666666666,68.33333333333333,39.666666666666664,31.5,4.666666666666667,78.5,765.1666666666666,0.5,0.0,2.0
Damjan Rudez,48.666666666666664,16.333333333333332,32.333333333333336,546.1,160.0,58.333333333333336,137.66666666666666,40.233333333333334,35.333333333333336,94.66666666666667,35.300000000000004,8.0,10.333333333333334,56.53333333333333,6.0,24.666666666666668,30.666666666666668,28.0,23.0,10.333333333333334,2.3333333333333335,47.666666666666664,254.0,0.0,0.0,-18.666666666666668
Damyean Dotson,42.6,10.4,32.2,848.3399999999999,318.8,120.6,289.2,43.64,50.6,146.6,26.860000000000003,27.0,38.0,55.5,11.6,94.8,106.4,63.0,30.2,21.8,4.0,51.0,588.2,0.6,0.0,-133.0
Daniel Gafford,61.75,27.0,34.75,1112.175,495.5,205.5,291.25,70.25,0.0,0.25,0.0,84.5,127.0,64.45,116.0,178.25,294.25,50.5,55.0,25.5,82.25,138.25,1192.75,5.0,0.0,-69.5
Daniel Gibson,46.0,11.0,35.0,919.4,250.0,84.0,247.0,34.0,56.0,163.0,34.4,26.0,37.0,70.3,5.0,55.0,60.0,82.0,31.0,30.0,4.0,89.0,516.0,0.0,0.0,-204.0
Daniel Hamilton,12.5,6.0,6.5,115.94999999999999,34.5,14.0,35.5,41.9,5.0,14.0,37.4,1.5,3.0,25.0,5.0,21.0,26.0,15.0,9.0,3.5,0.5,10.5,91.0,0.0,0.0,-19.0
Daniel Ochefu,19.0,12.0,7.0,74.9,24.0,12.0,27.0,44.4,0.0,0.0,0.0,0.0,2.0,0.0,5.0,17.0,22.0,3.0,3.0,2.0,0.0,17.0,58.0,0.0,0.0,-30.0
Daniel Orton,17.5,8.5,9.0,177.35000000000002,49.0,16.5,36.5,45.45,0.0,0.0,0.0,16.0,23.5,64.8,14.5,29.0,43.5,9.5,11.0,5.0,9.5,25.5,148.0,0.5,0.0,-25.0
Daniel Oturu,16.5,11.0,5.5,94.10000000000001,31.5,12.5,29.0,46.15,0.5,3.0,10.0,6.0,8.5,67.5,11.0,15.5,26.5,5.0,4.5,2.0,4.5,12.5,86.0,0.5,0.0,-7.0
Daniel Theis,52.166666666666664,28.833333333333332,23.333333333333332,1016.0333333333333,394.3333333333333,156.16666666666666,287.6666666666667,53.21666666666667,26.666666666666668,81.83333333333333,30.71666666666667,55.333333333333336,77.5,67.06666666666666,79.33333333333333,175.83333333333334,255.16666666666666,65.5,43.0,25.166666666666668,44.666666666666664,137.0,965.3333333333334,3.1666666666666665,0.0,33.0
Danilo Gallinari,57.111111111111114,30.88888888888889,26.22222222222222,1685.0333333333333,926.4444444444445,283.1111111111111,657.5555555555555,42.7,116.11111111111111,299.55555555555554,38.111111111111114,244.11111111111111,275.44444444444446,89.37777777777778,37.333333333333336,246.0,283.3333333333333,116.0,67.66666666666667,39.44444444444444,16.666666666666668,92.88888888888889,1541.111111111111,2.5555555555555554,0.0,106.22222222222223
Danny Granger,25.333333333333332,15.333333333333334,10.0,511.3333333333333,184.33333333333334,63.666666666666664,168.0,35.5,25.0,74.0,29.76666666666667,32.0,37.333333333333336,77.39999999999999,18.0,56.0,74.0,20.333333333333332,24.666666666666668,9.0,8.0,45.0,330.0,0.0,0.0,-8.666666666666666
Danny Green,66.9090909090909,47.09090909090909,19.818181818181817,1741.0272727272727,592.7272727272727,209.36363636363637,499.45454545454544,41.88181818181818,132.9090909090909,333.6363636363636,39.77272727272727,41.09090909090909,50.81818181818182,81.43636363636364,39.63636363636363,193.54545454545453,233.1818181818182,107.54545454545455,68.0,71.45454545454545,53.09090909090909,120.9090909090909,1339.5454545454545,0.45454545454545453,0.0,291.3636363636364
Dante Cunningham,72.85714285714286,33.142857142857146,39.714285714285715,1629.5571428571427,439.2857142857143,186.28571428571428,401.7142857142857,46.44285714285714,30.714285714285715,87.0,23.071428571428573,36.0,56.57142857142857,64.22857142857143,80.42857142857143,204.28571428571428,284.7142857142857,58.857142857142854,36.714285714285715,48.42857142857143,33.857142857142854,122.14285714285714,1079.5714285714287,1.0,0.0,-107.57142857142857
Dante Exum,40.833333333333336,20.333333333333332,20.5,757.5,231.5,84.83333333333333,208.66666666666666,42.233333333333334,27.833333333333332,91.16666666666667,28.46666666666667,34.0,44.5,71.01666666666667,15.166666666666666,58.333333333333336,73.5,85.83333333333333,51.333333333333336,16.833333333333332,7.333333333333333,71.5,469.6666666666667,0.16666666666666666,0.0,11.5
Danuel House Jr.,37.142857142857146,19.571428571428573,17.571428571428573,823.0142857142857,287.2857142857143,98.14285714285714,226.71428571428572,37.271428571428565,50.42857142857143,139.14285714285714,29.942857142857143,40.57142857142857,53.285714285714285,65.22857142857143,20.0,97.28571428571429,117.28571428571429,43.857142857142854,27.857142857142858,21.428571428571427,13.285714285714286,60.285714285714285,570.1428571428571,0.2857142857142857,0.0,19.285714285714285
Dario Saric,68.83333333333333,35.166666666666664,33.666666666666664,1628.3,757.0,270.6666666666667,611.6666666666666,44.699999999999996,92.83333333333333,258.0,36.083333333333336,122.83333333333333,146.66666666666666,84.05,98.5,283.6666666666667,382.1666666666667,128.83333333333334,104.66666666666667,40.0,14.333333333333334,142.33333333333334,1467.3333333333333,6.166666666666667,0.0,16.5
Darius Bazley,57.0,22.5,34.5,1345.95,516.25,188.75,459.75,41.65,58.0,187.25,32.8,80.75,120.0,65.675,46.5,257.5,304.0,68.75,71.0,33.0,42.5,56.75,1140.0,4.75,0.0,-274.5
Darius Days,4.0,0.0,4.0,25.0,15.0,5.0,12.0,41.7,3.0,10.0,30.0,2.0,2.0,100.0,1.0,5.0,6.0,1.0,0.0,0.0,1.0,2.0,27.0,0.0,0.0,1.0
Darius Garland,62.5,28.0,34.5,2122.775,1158.0,426.5,950.75,44.400000000000006,138.25,357.0,38.575,166.75,191.5,86.95,29.25,133.0,162.25,419.75,190.5,70.5,6.5,116.25,2022.75,13.5,0.25,70.5
Darius Johnson-Odom,3.5,2.0,1.5,10.45,0.0,0.0,5.5,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.5,2.5,3.0,1.0,1.0,0.5,0.0,1.5,5.5,0.0,0.0,-5.5
Darius Miller,45.166666666666664,18.833333333333332,26.333333333333332,893.15,266.1666666666667,90.83333333333333,216.66666666666666,38.03333333333333,57.333333333333336,149.66666666666666,31.650000000000002,27.166666666666668,32.333333333333336,74.35000000000001,8.5,66.0,74.5,61.166666666666664,28.5,20.5,11.0,87.16666666666667,513.3333333333334,0.0,0.0,2.0
Darius Morris,37.666666666666664,17.666666666666668,20.0,431.56666666666666,128.0,49.333333333333336,130.0,37.800000000000004,14.333333333333334,45.666666666666664,29.733333333333334,15.0,24.0,58.23333333333334,12.666666666666666,24.0,36.666666666666664,56.0,31.0,14.333333333333334,0.6666666666666666,37.0,269.6666666666667,0.0,0.0,-47.666666666666664
Darko Milicic,1.0,0.0,1.0,4.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,-1.0,0.0,0.0,-3.0
Darrell Arthur,52.5,25.0,27.5,902.3833333333332,331.3333333333333,136.16666666666666,317.3333333333333,43.53333333333333,26.833333333333332,74.83333333333333,34.583333333333336,32.166666666666664,40.833333333333336,77.3,47.833333333333336,113.83333333333333,161.66666666666666,49.666666666666664,44.166666666666664,31.833333333333332,29.666666666666668,123.33333333333333,740.3333333333334,0.6666666666666666,0.0,-25.166666666666668
Darren Collison,62.0,31.625,30.375,1810.825,781.875,283.5,595.25,45.2625,64.25,160.0,34.9375,150.625,176.75,74.4625,27.625,133.0,160.625,302.875,109.125,75.875,9.25,113.75,1575.25,3.375,0.0,25.0
Darrun Hilliard,30.333333333333332,14.666666666666666,15.666666666666666,286.40000000000003,98.33333333333333,34.666666666666664,92.0,34.43333333333333,10.333333333333334,34.0,21.366666666666664,18.666666666666668,25.0,77.73333333333333,2.3333333333333335,26.0,28.333333333333332,23.666666666666668,17.0,7.333333333333333,1.0,24.666666666666668,176.0,0.0,0.0,7.333333333333333
Daryl Macon,6.0,4.0,2.0,51.949999999999996,16.0,5.5,15.0,35.15,3.0,6.5,47.75,2.0,3.5,28.55,1.0,5.0,6.0,4.0,4.0,0.5,0.0,4.5,27.0,0.0,0.0,-3.0
David Duke Jr.,22.5,10.0,12.5,284.55,94.5,37.5,93.0,41.150000000000006,5.0,24.5,16.3,14.5,19.0,75.8,20.5,27.5,48.0,19.0,13.5,12.0,4.0,33.5,215.0,1.0,0.0,-22.5
David Johnson,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
David Lee,66.2,42.0,24.2,1695.9800000000002,821.4,340.2,641.8,53.48,0.0,1.6,0.0,141.0,185.2,74.03999999999999,146.2,360.2,506.4,143.8,111.2,39.8,28.4,154.8,1738.2,20.4,0.2,179.8
David Nwaba,39.5,11.166666666666666,28.333333333333332,763.9,270.3333333333333,100.5,205.16666666666666,50.48333333333333,14.5,45.333333333333336,31.183333333333334,54.833333333333336,81.5,67.53333333333333,39.333333333333336,105.0,144.33333333333334,41.0,27.166666666666668,29.5,17.666666666666668,74.5,619.5,0.6666666666666666,0.0,-69.5
David Roddy,70.0,44.0,26.0,1258.5,466.0,180.0,420.0,42.9,65.0,212.0,30.7,41.0,65.0,63.1,50.0,143.0,193.0,59.0,57.0,29.0,19.0,107.0,873.0,0.0,0.0,-61.0
David Stockton,3.0,2.0,1.0,21.200000000000003,9.0,2.0,4.5,50.0,1.5,2.5,58.35,3.5,5.0,75.0,0.0,1.0,1.0,4.5,2.5,1.0,0.0,2.0,17.5,0.0,0.0,6.0
David Wear,2.0,0.0,2.0,7.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,-9.0
David West,73.0,50.0,23.0,1676.6333333333332,750.3333333333334,313.0,618.6666666666666,51.81666666666666,3.5,12.833333333333334,30.95,120.83333333333333,157.0,76.85000000000001,92.66666666666667,291.3333333333333,384.0,181.83333333333334,106.0,52.666666666666664,61.5,143.66666666666666,1720.3333333333333,5.333333333333333,0.16666666666666666,206.66666666666666
Davion Mitchell,77.5,37.5,40.0,1761.4,655.5,266.5,621.0,43.599999999999994,82.0,258.5,31.8,40.5,58.0,73.25,24.5,111.0,135.5,249.0,88.0,49.5,19.5,126.5,1311.0,1.5,0.0,-137.0
Davis Bertans,61.714285714285715,34.142857142857146,27.571428571428573,1124.3285714285714,481.57142857142856,156.28571428571428,368.0,42.271428571428565,115.57142857142857,290.57142857142856,39.214285714285715,53.42857142857143,62.142857142857146,85.88571428571429,19.714285714285715,137.14285714285714,156.85714285714286,59.0,33.142857142857146,25.571428571428573,22.142857142857142,102.0,868.4285714285714,0.14285714285714285,0.0,78.85714285714286
Davon Reed,30.5,16.0,14.5,324.875,93.25,34.0,83.25,38.55,16.75,43.5,39.725,8.5,12.75,50.025000000000006,7.0,46.0,53.0,23.0,11.75,12.5,3.75,30.5,228.25,0.0,0.0,-45.25
Day'Ron Sharpe,40.0,17.0,23.0,471.6,212.5,89.5,160.0,56.05,4.0,9.0,41.55,29.5,48.0,61.05,90.0,90.0,180.0,27.0,36.0,12.5,23.5,74.5,541.5,2.0,0.0,-22.0
De'Aaron Fox,65.83333333333333,28.833333333333332,37.0,2126.75,1329.0,491.8333333333333,1041.1666666666667,46.86666666666667,80.5,251.0,31.88333333333333,264.8333333333333,359.8333333333333,73.39999999999999,34.833333333333336,205.83333333333334,240.66666666666666,408.6666666666667,180.16666666666666,85.83333333333333,27.5,171.0,2390.6666666666665,9.166666666666666,0.16666666666666666,-113.0
De'Andre Hunter,51.5,23.5,28.0,1599.625,715.0,258.25,582.0,44.925,78.25,220.0,35.25,120.25,150.5,80.35,33.25,180.75,214.0,79.5,70.75,33.5,17.0,148.75,1171.75,1.75,0.0,-41.75
De'Anthony Melton,62.4,33.2,29.2,1400.6,549.6,198.2,479.2,41.18,90.4,244.2,35.339999999999996,62.8,81.4,77.32000000000001,46.2,184.8,231.0,171.4,87.8,87.0,30.8,125.2,1349.6,0.6,0.0,78.4
DeAndre Jordan,68.18181818181819,40.72727272727273,27.454545454545453,1911.5636363636365,683.2727272727273,275.45454545454544,403.6363636363636,68.80909090909091,0.18181818181818182,0.8181818181818182,11.363636363636363,132.1818181818182,274.1818181818182,50.872727272727275,222.72727272727272,562.1818181818181,784.9090909090909,79.54545454545455,98.9090909090909,41.0,102.45454545454545,169.27272727272728,2076.0,27.272727272727273,0.0,144.63636363636363
DeAndre Liggins,40.0,26.25,13.75,447.9,78.25,29.25,74.0,55.275000000000006,10.75,29.5,27.4,9.0,15.75,38.125,10.25,49.0,59.25,29.25,19.0,25.5,7.75,48.75,274.0,0.0,0.0,-46.25
DeAndre' Bembry,49.333333333333336,20.166666666666668,29.166666666666668,945.0833333333334,291.6666666666667,120.0,253.16666666666666,47.833333333333336,17.666666666666668,62.5,27.066666666666666,34.0,55.666666666666664,56.916666666666664,30.833333333333332,127.5,158.33333333333334,88.83333333333333,61.166666666666664,48.5,20.0,88.83333333333333,759.5,0.8333333333333334,0.0,-104.66666666666667
DeJon Jarreau,1.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
DeJuan Blair,49.25,29.25,20.0,615.825,235.5,101.5,197.25,48.15,0.0,1.0,0.0,32.5,52.5,57.925,60.25,117.5,177.75,32.25,38.5,28.0,8.5,99.5,568.5,0.75,0.0,-31.75
